beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,1244.0,249800.0,1244.0,1113.0,220150.0,1113.0
0.005,1234.0,260900.0,2538.5,1090.0,223375.0,2206.875
0.01,1222.0,263750.0,3859.5,1086.0,225575.0,3341.75
0.015,1212.0,264075.0,5173.125,1080.0,228300.0,4504.5
0.02,1217.0,263875.0,6494.5,1075.0,227175.0,5618.5
0.025,1211.0,264850.0,7832.25,1065.0,225575.0,6704.375
0.03,1189.0,265725.0,9160.75,1084.0,226350.0,7874.5
0.035,1190.0,265400.0,10479.0,1063.0,227125.0,9012.375
0.04,1097.0,267950.0,11815.0,1040.0,229725.0,10229.0
0.045,676.0,278800.0,13222.0,864.0,244975.0,11887.875
0.05,703.0,278525.0,14629.25,870.0,245800.0,13160.0
0.055,715.0,278475.0,16031.125,858.0,242950.0,14220.25
0.06,730.0,278075.0,17414.5,878.0,237800.0,15146.0
0.065,694.0,278900.0,18822.5,837.0,244150.0,16706.75
0.07,694.0,278825.0,20211.75,863.0,242750.0,17855.5
0.075,689.0,279125.0,21623.375,856.0,244650.0,19204.75
0.08,710.0,278425.0,22984.0,857.0,241350.0,20165.0
0.085,668.0,279325.0,24410.625,860.0,242950.0,21510.75
0.09,680.0,279300.0,25817.0,849.0,246300.0,23016.0
0.095,699.0,279000.0,27204.0,884.0,240250.0,23707.75
0.1,665.0,279525.0,28617.5,844.0,245975.0,25441.5
0.15,679.0,279400.0,42589.0,851.0,246125.0,37769.75
0.2,666.0,279775.0,56621.0,813.0,248300.0,50473.0
0.25,698.0,279075.0,70466.75,867.0,241775.0,61310.75
0.3,684.0,279825.0,84631.5,838.0,245950.0,74623.0
0.35,674.0,279725.0,98577.75,839.0,242925.0,85862.75
0.4,670.0,279600.0,112510.0,848.0,243375.0,98198.0
0.45,675.0,279300.0,126360.0,846.0,246225.0,111647.25
0.5,681.0,279325.0,140343.5,825.0,245325.0,123487.5
0.55,672.0,279575.0,154438.25,876.0,242775.0,134402.25
0.6,680.0,279625.0,168455.0,862.0,242775.0,146527.0
0.65,663.0,279825.0,182549.25,857.0,243400.0,159067.0
0.7,690.0,279225.0,196147.5,880.0,242875.0,170892.5
0.75,686.0,279575.0,210367.25,854.0,244125.0,183947.75
0.8,676.0,279600.0,224356.0,859.0,244450.0,196419.0
0.85,671.0,279600.0,238331.0,845.0,245225.0,209286.25
0.9,674.0,279675.0,252381.5,847.0,244550.0,220942.0
0.95,688.0,279575.0,266284.25,842.0,245350.0,233924.5
1.0,677.0,279450.0,280127.0,853.0,243050.0,243903.0
10.0,687.0,279400.0,2794687.0,859.0,243175.0,2432609.0
20.0,673.0,279825.0,5597173.0,847.0,244075.0,4882347.0
30.0,680.0,279825.0,8395430.0,830.0,243300.0,7299830.0
40.0,664.0,279700.0,11188664.0,867.0,244375.0,9775867.0
50.0,671.0,279625.0,13981921.0,846.0,244275.0,12214596.0
60.0,685.0,279475.0,16769185.0,862.0,245425.0,14726362.0
70.0,674.0,279250.0,19548174.0,847.0,243475.0,17044097.0
80.0,677.0,279775.0,22382677.0,864.0,245950.0,19676864.0
90.0,668.0,279800.0,25182668.0,858.0,243825.0,21945108.0
100.0,676.0,279750.0,27975676.0,859.0,244200.0,24420859.0
