beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,882.0,228013.0,882.0,0.0,0.0,0.0,810.0,203313.0,810.0
1e-05,882.0,229613.0,884.29613,0.0,0.0,0.0,804.0,204803.0,806.04803
2e-05,882.0,229613.0,886.59226,0.0,0.0,0.0,810.0,203513.0,814.07026
4e-05,882.0,229213.0,891.16852,0.0,0.0,0.0,808.0,205113.0,816.20452
8e-05,882.0,231613.0,900.52904,0.0,0.0,0.0,814.0,209613.0,830.76904
0.0001,882.0,232013.0,905.2013,0.0,0.0,0.0,800.0,204411.0,820.4411
0.0002,882.0,235213.0,929.0426,0.0,0.0,0.0,800.0,206113.0,841.2226
0.0004,880.0,236813.0,974.7252,0.0,0.0,0.0,798.0,210113.0,882.0452
0.0008,879.0,240613.0,1071.4904,0.0,0.0,0.0,790.0,209513.0,957.6104
0.001,878.0,242613.0,1120.613,0.0,0.0,0.0,789.0,211512.0,1000.512
0.002,873.0,246713.0,1366.426,0.0,0.0,0.0,779.0,213313.0,1205.626
0.004,871.0,248313.0,1864.252,0.0,0.0,0.0,781.0,211213.0,1625.852
0.008,856.0,250907.0,2863.256,0.0,0.0,0.0,772.0,215811.0,2498.488
0.01,860.0,250900.0,3369.0,0.0,0.0,0.0,600.0,235589.0,2955.89
0.02,823.0,253169.0,5886.38,0.0,0.0,0.0,600.0,235589.0,5311.78
0.04,795.0,253943.0,10952.72,0.0,0.0,0.0,600.0,235589.0,10023.56
0.08,702.0,257091.0,21269.28,0.0,0.0,0.0,600.0,235589.0,19447.12
0.1,704.0,256796.0,26383.6,0.0,0.0,0.0,600.0,235589.0,24158.9
0.2,699.0,257270.0,52153.0,0.0,0.0,0.0,600.0,235589.0,47717.8
0.4,697.0,257363.0,103642.2,0.0,0.0,0.0,600.0,235589.0,94835.6
1.0,695.0,257407.0,258102.0,0.0,0.0,0.0,600.0,235589.0,236189.0
10.0,694.0,257400.0,2574694.0,0.0,0.0,0.0,600.0,235589.0,2356490.0
