beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,742.0,197170.0,742.0,0.0,0.0,0.0,643.0,150410.0,643.0
1e-05,744.0,199740.0,745.9974,0.0,0.0,0.0,638.0,149310.0,639.4931
2e-05,744.0,199740.0,747.9948,0.0,0.0,0.0,638.0,149310.0,640.9862
4e-05,744.0,199740.0,751.9896,0.0,0.0,0.0,638.0,149310.0,643.9724
8e-05,744.0,200240.0,760.0192,0.0,0.0,0.0,641.0,149030.0,652.9224
0.0001,744.0,198580.0,763.858,0.0,0.0,0.0,641.0,149500.0,655.95
0.0002,744.0,200190.0,784.038,0.0,0.0,0.0,638.0,149450.0,667.89
0.0004,743.0,200610.0,823.244,0.0,0.0,0.0,645.0,151510.0,705.604
0.0008,743.0,200580.0,903.464,0.0,0.0,0.0,639.0,151030.0,759.824
0.001,741.0,201360.0,942.36,0.0,0.0,0.0,612.0,186600.0,798.6
0.002,738.0,203580.0,1145.16,0.0,0.0,0.0,605.0,187820.0,980.64
0.004,734.0,206040.0,1558.16,0.0,0.0,0.0,606.0,189950.0,1365.8
0.008,657.0,218800.0,2407.4,0.0,0.0,0.0,561.0,195060.0,2121.48
0.01,647.0,220200.0,2849.0,0.0,0.0,0.0,514.0,196440.0,2478.4
0.02,585.0,225210.0,5089.2,0.0,0.0,0.0,518.0,197420.0,4466.4
0.04,578.0,225590.0,9601.6,0.0,0.0,0.0,517.0,196270.0,8367.8
0.08,570.0,225630.0,18620.4,0.0,0.0,0.0,508.0,197950.0,16344.0
0.1,568.0,225550.0,23123.0,0.0,0.0,0.0,505.0,197180.0,20223.0
0.2,567.0,225730.0,45713.0,0.0,0.0,0.0,509.0,197690.0,40047.0
0.4,562.0,225750.0,90862.0,0.0,0.0,0.0,448.0,197650.0,79508.0
1.0,561.0,225640.0,226201.0,0.0,0.0,0.0,512.0,197630.0,198142.0
10.0,561.0,225620.0,2256761.0,0.0,0.0,0.0,510.0,197340.0,1973910.0
