#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,9451.0,384745.0,9451.0,0.0,0.0,0.0,8791.0,320445.0,8791.0
2.0,11221.0,592345.0,11221.0,0.0,0.0,0.0,10087.0,451745.0,10087.0
4.0,12899.0,989629.0,12899.0,0.0,0.0,0.0,12179.0,855908.0,12179.0
6.0,12910.0,986261.0,12910.0,0.0,0.0,0.0,12192.0,861108.0,12192.0
8.0,13248.0,1598991.0,13248.0,0.0,0.0,0.0,13023.0,1574554.0,13023.0
10.0,13248.0,1597882.0,13248.0,0.0,0.0,0.0,13010.0,1578752.0,13010.0
12.0,13248.0,1597882.0,13248.0,0.0,0.0,0.0,13010.0,1578752.0,13010.0
14.0,13247.0,1607499.0,13247.0,0.0,0.0,0.0,13001.0,1587297.0,13001.0
16.0,13249.0,2173186.0,13249.0,0.0,0.0,0.0,13122.0,2159282.0,13122.0
18.0,13249.0,2173186.0,13249.0,0.0,0.0,0.0,13122.0,2159282.0,13122.0
20.0,13250.0,2204611.0,13250.0,0.0,0.0,0.0,13021.0,2158250.0,13021.0
