beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,763.0,199980.0,763.0,0.0,0.0,0.0,652.0,151130.0,652.0
1e-05,761.0,200230.0,763.0023,0.0,0.0,0.0,654.0,150720.0,655.5072
2e-05,761.0,200090.0,765.0018,0.0,0.0,0.0,650.0,149790.0,652.9958
4e-05,762.0,202570.0,770.1028,0.0,0.0,0.0,650.0,151070.0,656.0428
8e-05,761.0,200220.0,777.0176,0.0,0.0,0.0,649.0,149940.0,660.9952
0.0001,761.0,201340.0,781.134,0.0,0.0,0.0,651.0,151320.0,666.132
0.0002,761.0,201270.0,801.254,0.0,0.0,0.0,650.0,149590.0,679.918
0.0004,763.0,202230.0,843.892,0.0,0.0,0.0,649.0,150430.0,709.172
0.0008,763.0,204120.0,926.296,0.0,0.0,0.0,654.0,152400.0,775.92
0.001,762.0,203570.0,965.57,0.0,0.0,0.0,657.0,153910.0,810.91
0.002,760.0,207470.0,1174.94,0.0,0.0,0.0,611.0,186370.0,983.74
0.004,755.0,209050.0,1591.2,0.0,0.0,0.0,603.0,189560.0,1361.24
0.008,679.0,221980.0,2454.84,0.0,0.0,0.0,566.0,195530.0,2130.24
0.01,653.0,224580.0,2898.8,0.0,0.0,0.0,556.0,198790.0,2543.9
0.02,587.0,229890.0,5184.8,0.0,0.0,0.0,520.0,201840.0,4556.8
0.04,581.0,230170.0,9787.8,0.0,0.0,0.0,510.0,202380.0,8605.2
0.08,575.0,230110.0,18983.8,0.0,0.0,0.0,513.0,198930.0,16427.4
0.1,581.0,230020.0,23583.0,0.0,0.0,0.0,515.0,200900.0,20605.0
0.2,568.0,230360.0,46640.0,0.0,0.0,0.0,451.0,200350.0,40521.0
0.4,569.0,230250.0,92669.0,0.0,0.0,0.0,453.0,200400.0,80613.0
1.0,572.0,230250.0,230822.0,0.0,0.0,0.0,522.0,201800.0,202322.0
10.0,565.0,230290.0,2303465.0,0.0,0.0,0.0,510.0,200170.0,2002210.0
