beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,722.0,194670.0,722.0,0.0,0.0,0.0,630.0,147540.0,630.0
1e-05,722.0,197220.0,723.9722,0.0,0.0,0.0,624.0,148190.0,625.4819
2e-05,723.0,196610.0,726.9322,0.0,0.0,0.0,626.0,148210.0,628.9642
4e-05,722.0,196630.0,729.8652,0.0,0.0,0.0,625.0,149110.0,630.9644
8e-05,722.0,197240.0,737.7792,0.0,0.0,0.0,623.0,148310.0,634.8648
0.0001,721.0,196630.0,740.663,0.0,0.0,0.0,628.0,150160.0,643.016
0.0002,722.0,196630.0,761.326,0.0,0.0,0.0,628.0,149030.0,657.806
0.0004,723.0,197940.0,802.176,0.0,0.0,0.0,625.0,149390.0,684.756
0.0008,721.0,199160.0,880.328,0.0,0.0,0.0,599.0,183420.0,745.736
0.001,722.0,198660.0,920.66,0.0,0.0,0.0,608.0,183860.0,791.86
0.002,722.0,200090.0,1122.18,0.0,0.0,0.0,604.0,185860.0,975.72
0.004,710.0,205830.0,1533.32,0.0,0.0,0.0,579.0,187020.0,1327.08
0.008,664.0,212560.0,2364.48,0.0,0.0,0.0,570.0,190460.0,2093.68
0.01,635.0,216500.0,2800.0,0.0,0.0,0.0,545.0,191620.0,2461.2
0.02,598.0,219320.0,4984.4,0.0,0.0,0.0,528.0,193190.0,4391.8
0.04,581.0,220570.0,9403.8,0.0,0.0,0.0,525.0,195170.0,8331.8
0.08,571.0,220970.0,18248.6,0.0,0.0,0.0,460.0,194230.0,15998.4
0.1,573.0,220600.0,22633.0,0.0,0.0,0.0,511.0,194290.0,19940.0
0.2,570.0,220910.0,44752.0,0.0,0.0,0.0,509.0,194070.0,39323.0
0.4,569.0,220860.0,88913.0,0.0,0.0,0.0,458.0,194030.0,78070.0
1.0,568.0,220950.0,221518.0,0.0,0.0,0.0,520.0,193790.0,194310.0
10.0,563.0,221060.0,2211163.0,0.0,0.0,0.0,512.0,192970.0,1930212.0
