beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,776.0,198370.0,776.0,0.0,0.0,0.0,663.0,143400.0,663.0
1e-05,775.0,200140.0,777.0014,0.0,0.0,0.0,668.0,151260.0,669.5126
2e-05,774.0,199410.0,777.9882,0.0,0.0,0.0,664.0,150740.0,667.0148
4e-05,776.0,199710.0,783.9884,0.0,0.0,0.0,665.0,150340.0,671.0136
8e-05,774.0,199760.0,789.9808,0.0,0.0,0.0,663.0,143400.0,674.472
0.0001,774.0,199890.0,793.989,0.0,0.0,0.0,663.0,150090.0,678.009
0.0002,775.0,199250.0,814.85,0.0,0.0,0.0,663.0,143400.0,691.68
0.0004,775.0,200810.0,855.324,0.0,0.0,0.0,663.0,143400.0,720.36
0.0008,775.0,200500.0,935.4,0.0,0.0,0.0,643.0,183450.0,789.76
0.001,775.0,200520.0,975.52,0.0,0.0,0.0,637.0,183590.0,820.59
0.002,773.0,203780.0,1180.56,0.0,0.0,0.0,638.0,183780.0,1005.56
0.004,763.0,207300.0,1592.2,0.0,0.0,0.0,608.0,189580.0,1366.32
0.008,661.0,223970.0,2452.76,0.0,0.0,0.0,563.0,194720.0,2120.76
0.01,626.0,227510.0,2901.1,0.0,0.0,0.0,525.0,198400.0,2509.0
0.02,572.0,231940.0,5210.8,0.0,0.0,0.0,517.0,200230.0,4521.6
0.04,543.0,233080.0,9866.2,0.0,0.0,0.0,504.0,200130.0,8509.2
0.08,543.0,233000.0,19183.0,0.0,0.0,0.0,498.0,200510.0,16538.8
0.1,541.0,233060.0,23847.0,0.0,0.0,0.0,465.0,200770.0,20542.0
0.2,532.0,233200.0,47172.0,0.0,0.0,0.0,465.0,200770.0,40619.0
0.4,533.0,233220.0,93821.0,0.0,0.0,0.0,499.0,202350.0,81439.0
1.0,539.0,233140.0,233679.0,0.0,0.0,0.0,465.0,200770.0,201235.0
10.0,535.0,233080.0,2331335.0,0.0,0.0,0.0,496.0,202120.0,2021696.0
