#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,11102.0,585653.0,11102.0,0.0,0.0,0.0,10077.0,463453.0,10077.0
2.0,16908.0,1431115.0,16908.0,0.0,0.0,0.0,15410.0,1365168.0,15410.0
