beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,845.0,224976.0,845.0,0.0,0.0,0.0,778.0,0.0,778.0
1e-05,845.0,226776.0,847.26776,0.0,0.0,0.0,778.0,1.76776,779.76776
2e-05,846.0,225376.0,850.50752,0.0,0.0,0.0,778.0,3.53552,781.53552
4e-05,845.0,228176.0,854.12704,0.0,0.0,0.0,778.0,7.07104,785.07104
8e-05,847.0,227376.0,865.19008,0.0,0.0,0.0,778.0,14.14208,792.14208
0.0001,845.0,227176.0,867.7176,0.0,0.0,0.0,778.0,17.6776,795.6776
0.0002,846.0,228576.0,891.7152,0.0,0.0,0.0,778.0,35.3552,813.3552
0.0004,845.0,231976.0,937.7904,0.0,0.0,0.0,778.0,70.7104,848.7104
0.0008,843.0,235176.0,1031.1408,0.0,0.0,0.0,778.0,141.4208,919.4208
0.001,842.0,237376.0,1079.376,0.0,0.0,0.0,778.0,176.776,954.776
0.002,836.0,242476.0,1320.952,0.0,0.0,0.0,778.0,353.552,1131.552
0.004,832.0,244274.0,1809.096,0.0,0.0,0.0,636.0,212902.0,1487.608
0.008,822.0,246271.0,2792.168,0.0,0.0,0.0,624.0,215807.0,2350.456
0.01,822.0,246871.0,3290.71,0.0,0.0,0.0,513.0,2272.76,2785.76
0.02,780.0,250935.0,5798.7,0.0,0.0,0.0,513.0,4545.52,5058.52
0.04,741.0,251786.0,10812.44,0.0,0.0,0.0,513.0,9091.04,9604.04
0.08,631.0,255438.0,21066.04,0.0,0.0,0.0,513.0,18182.08,18695.08
0.1,601.0,256588.0,26259.8,0.0,0.0,0.0,513.0,22727.6,23240.6
0.2,585.0,256379.0,51860.8,0.0,0.0,0.0,513.0,45455.2,45968.2
0.4,590.0,256274.0,103099.6,0.0,0.0,0.0,513.0,90910.4,91423.4
1.0,602.0,256136.0,256738.0,0.0,0.0,0.0,513.0,227276.0,227789.0
10.0,581.0,256879.0,2569371.0,0.0,0.0,0.0,513.0,2272760.0,2273273.0
