beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,932.0,229089.0,932.0,0.0,0.0,0.0,851.0,0.0,851.0
1e-05,932.0,230889.0,934.30889,0.0,0.0,0.0,851.0,1.79289,852.79289
2e-05,933.0,230589.0,937.61178,0.0,0.0,0.0,851.0,3.58578,854.58578
4e-05,933.0,232789.0,942.31156,0.0,0.0,0.0,851.0,7.17156,858.17156
8e-05,932.0,232689.0,950.61512,0.0,0.0,0.0,851.0,14.34312,865.34312
0.0001,933.0,233689.0,956.3689,0.0,0.0,0.0,851.0,17.9289,868.9289
0.0002,933.0,234289.0,979.8578,0.0,0.0,0.0,851.0,35.8578,886.8578
0.0004,929.0,242289.0,1025.9156,0.0,0.0,0.0,851.0,71.7156,922.7156
0.0008,929.0,244589.0,1124.6712,0.0,0.0,0.0,851.0,143.4312,994.4312
0.001,930.0,243689.0,1173.689,0.0,0.0,0.0,851.0,179.289,1030.289
0.002,925.0,247789.0,1420.578,0.0,0.0,0.0,851.0,358.578,1209.578
0.004,921.0,250089.0,1921.356,0.0,0.0,0.0,851.0,717.156,1568.156
0.008,909.0,253085.0,2933.68,0.0,0.0,0.0,547.0,1884.616,2431.616
0.01,895.0,254075.0,3435.75,0.0,0.0,0.0,547.0,2355.77,2902.77
0.02,864.0,256842.0,6000.84,0.0,0.0,0.0,547.0,4711.54,5258.54
0.04,791.0,259561.0,11173.44,0.0,0.0,0.0,547.0,9423.08,9970.08
0.08,674.0,262815.0,21699.2,0.0,0.0,0.0,547.0,18846.16,19393.16
0.1,650.0,263790.0,27029.0,0.0,0.0,0.0,547.0,23557.7,24104.7
0.2,645.0,263161.0,53277.2,0.0,0.0,0.0,547.0,47115.4,47662.4
0.4,641.0,263102.0,105881.8,0.0,0.0,0.0,547.0,94230.8,94777.8
1.0,646.0,263481.0,264127.0,0.0,0.0,0.0,547.0,235577.0,236124.0
10.0,645.0,263365.0,2634295.0,0.0,0.0,0.0,547.0,2355770.0,2356317.0
