beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,864.0,241130.0,864.0,0.0,0.0,0.0,737.0,0.0,737.0
1e-05,864.0,242570.0,866.4257,0.0,0.0,0.0,737.0,1.7322,738.7322
2e-05,864.0,243040.0,868.8608,0.0,0.0,0.0,737.0,3.4644,740.4644
4e-05,864.0,243250.0,873.73,0.0,0.0,0.0,737.0,6.9288,743.9288
8e-05,864.0,243510.0,883.4808,0.0,0.0,0.0,737.0,13.8576,750.8576
0.0001,864.0,245020.0,888.502,0.0,0.0,0.0,737.0,17.322,754.322
0.0002,864.0,243800.0,912.76,0.0,0.0,0.0,737.0,34.644,771.644
0.0004,864.0,245410.0,962.164,0.0,0.0,0.0,737.0,69.288,806.288
0.0008,864.0,246570.0,1061.256,0.0,0.0,0.0,737.0,138.576,875.576
0.001,863.0,246870.0,1109.87,0.0,0.0,0.0,737.0,173.22,910.22
0.002,863.0,248000.0,1359.0,0.0,0.0,0.0,737.0,346.44,1083.44
0.004,860.0,249020.0,1856.08,0.0,0.0,0.0,589.0,913.84,1502.84
0.008,857.0,249850.0,2855.8,0.0,0.0,0.0,589.0,1827.68,2416.68
0.01,855.0,250120.0,3356.2,0.0,0.0,0.0,589.0,2284.6,2873.6
0.02,833.0,251720.0,5867.4,0.0,0.0,0.0,589.0,4569.2,5158.2
0.04,749.0,255040.0,10950.6,0.0,0.0,0.0,589.0,9138.4,9727.4
0.08,718.0,255940.0,21193.2,0.0,0.0,0.0,589.0,18276.8,18865.8
0.1,707.0,256070.0,26314.0,0.0,0.0,0.0,589.0,22846.0,23435.0
0.2,695.0,256270.0,51949.0,0.0,0.0,0.0,589.0,45692.0,46281.0
0.4,692.0,256370.0,103240.0,0.0,0.0,0.0,589.0,91384.0,91973.0
1.0,699.0,256310.0,257009.0,0.0,0.0,0.0,589.0,228460.0,229049.0
10.0,693.0,256230.0,2562993.0,0.0,0.0,0.0,589.0,2284600.0,2285189.0
