beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,868.0,240900.0,868.0,0.0,0.0,0.0,754.0,0.0,754.0
1e-05,868.0,243160.0,870.4316,0.0,0.0,0.0,754.0,1.7731,755.7731
2e-05,868.0,243180.0,872.8636,0.0,0.0,0.0,754.0,3.5462,757.5462
4e-05,868.0,243710.0,877.7484,0.0,0.0,0.0,754.0,7.0924,761.0924
8e-05,868.0,242840.0,887.4272,0.0,0.0,0.0,754.0,14.1848,768.1848
0.0001,869.0,242840.0,893.284,0.0,0.0,0.0,754.0,17.731,771.731
0.0002,868.0,244100.0,916.82,0.0,0.0,0.0,754.0,35.462,789.462
0.0004,867.0,245030.0,965.012,0.0,0.0,0.0,754.0,70.924,824.924
0.0008,868.0,244580.0,1063.664,0.0,0.0,0.0,754.0,141.848,895.848
0.001,868.0,244820.0,1112.82,0.0,0.0,0.0,754.0,177.31,931.31
0.002,867.0,245610.0,1358.22,0.0,0.0,0.0,754.0,354.62,1108.62
0.004,863.0,246550.0,1849.2,0.0,0.0,0.0,588.0,908.84,1496.84
0.008,861.0,247720.0,2842.76,0.0,0.0,0.0,588.0,1817.68,2405.68
0.01,859.0,247240.0,3331.4,0.0,0.0,0.0,588.0,2272.1,2860.1
0.02,825.0,250340.0,5831.8,0.0,0.0,0.0,588.0,4544.2,5132.2
0.04,713.0,255110.0,10917.4,0.0,0.0,0.0,588.0,9088.4,9676.4
0.08,679.0,255680.0,21133.4,0.0,0.0,0.0,588.0,18176.8,18764.8
0.1,678.0,255800.0,26258.0,0.0,0.0,0.0,588.0,22721.0,23309.0
0.2,662.0,256410.0,51944.0,0.0,0.0,0.0,588.0,45442.0,46030.0
0.4,663.0,255990.0,103059.0,0.0,0.0,0.0,588.0,90884.0,91472.0
1.0,662.0,256020.0,256682.0,0.0,0.0,0.0,588.0,227210.0,227798.0
10.0,663.0,256090.0,2561563.0,0.0,0.0,0.0,588.0,2272100.0,2272688.0
