beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,916.0,244970.0,916.0,0.0,0.0,0.0,788.0,0.0,788.0
1e-05,915.0,247960.0,917.4796,0.0,0.0,0.0,788.0,1.8021,789.8021
2e-05,916.0,246800.0,920.936,0.0,0.0,0.0,788.0,3.6042,791.6042
4e-05,916.0,246110.0,925.8444,0.0,0.0,0.0,788.0,7.2084,795.2084
8e-05,916.0,246650.0,935.732,0.0,0.0,0.0,788.0,14.4168,802.4168
0.0001,916.0,247150.0,940.715,0.0,0.0,0.0,788.0,18.021,806.021
0.0002,915.0,248220.0,964.644,0.0,0.0,0.0,788.0,36.042,824.042
0.0004,916.0,248060.0,1015.224,0.0,0.0,0.0,788.0,72.084,860.084
0.0008,916.0,247660.0,1114.128,0.0,0.0,0.0,788.0,144.168,932.168
0.001,916.0,248420.0,1164.42,0.0,0.0,0.0,788.0,180.21,968.21
0.002,915.0,249130.0,1413.26,0.0,0.0,0.0,788.0,360.42,1148.42
0.004,912.0,249610.0,1910.44,0.0,0.0,0.0,621.0,930.2,1551.2
0.008,906.0,251160.0,2915.28,0.0,0.0,0.0,621.0,1860.4,2481.4
0.01,902.0,251750.0,3419.5,0.0,0.0,0.0,621.0,2325.5,2946.5
0.02,870.0,254740.0,5964.8,0.0,0.0,0.0,621.0,4651.0,5272.0
0.04,743.0,259820.0,11135.8,0.0,0.0,0.0,621.0,9302.0,9923.0
0.08,702.0,260830.0,21568.4,0.0,0.0,0.0,621.0,18604.0,19225.0
0.1,694.0,260800.0,26774.0,0.0,0.0,0.0,621.0,23255.0,23876.0
0.2,688.0,261180.0,52924.0,0.0,0.0,0.0,621.0,46510.0,47131.0
0.4,692.0,261050.0,105112.0,0.0,0.0,0.0,621.0,93020.0,93641.0
1.0,680.0,261030.0,261710.0,0.0,0.0,0.0,621.0,232550.0,233171.0
10.0,673.0,261040.0,2611073.0,0.0,0.0,0.0,621.0,2325500.0,2326121.0
