arch4_connections_lb,arch4_connections_ub,arch4_throughput_lb,arch4_throughput_ub,arch1_connections,arch1_throughput,arch2_connections_lb,arch2_connections_ub,arch2_throughput_lb,arch2_throughput_ub,arch5_connections_lb,arch5_connections_ub,arch5_throughput_lb,arch5_throughput_ub,total_cnk
1629.0,1873.0,162075.0,217775.0,225.0,83925.0,2225.0,2415.0,306675.0,371575.0,1207.0,2415.0,183600.0,372375.0,4206.0
