#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,13475.0,861857.0,13475.0,0.0,0.0,0.0,12513.0,847755.0,12513.0
2.0,19357.0,1855357.0,19357.0,0.0,0.0,0.0,18381.0,1822100.0,18381.0
4.0,25902.0,3535057.0,25902.0,0.0,0.0,0.0,25315.0,3482423.0,25315.0
6.0,29149.0,4590857.0,29149.0,0.0,0.0,0.0,28884.0,4564516.0,28884.0
8.0,29962.0,4908857.0,29962.0,0.0,0.0,0.0,29962.0,4908857.0,29962.0
10.0,29967.0,4910857.0,29967.0,0.0,0.0,0.0,29967.0,4910857.0,29967.0
12.0,29967.0,4910857.0,29967.0,0.0,0.0,0.0,29967.0,4910857.0,29967.0
14.0,29967.0,4910857.0,29967.0,0.0,0.0,0.0,29967.0,4910857.0,29967.0
16.0,29967.0,4910857.0,29967.0,0.0,0.0,0.0,29967.0,4910857.0,29967.0
18.0,29967.0,4910857.0,29967.0,0.0,0.0,0.0,29967.0,4910857.0,29967.0
20.0,29967.0,4910857.0,29967.0,0.0,0.0,0.0,29967.0,4910857.0,29967.0
