src,dst,spec,used_slot,tfk_slot
0,41,23.0,7,6.0
0,67,36.0,7,6.0
0,72,15.0,4,3.0
1,3,43.0,7,6.0
1,17,29.0,7,6.0
1,34,0.0,7,6.0
1,37,14.0,15,14.0
1,91,7.0,7,6.0
2,35,0.0,3,2.0
2,61,47.0,15,14.0
2,69,65.0,15,14.0
2,82,11.0,3,2.0
2,84,7.0,4,3.0
3,9,50.0,4,3.0
3,97,58.0,15,14.0
4,0,65.0,15,14.0
4,20,24.0,4,3.0
4,33,0.0,7,6.0
4,59,7.0,2,1.0
4,90,50.0,15,14.0
4,93,43.0,7,6.0
5,28,51.0,7,6.0
5,50,58.0,7,6.0
5,68,7.0,7,6.0
5,92,36.0,15,14.0
6,60,35.0,15,14.0
6,95,28.0,4,3.0
7,29,43.0,4,3.0
7,52,2.0,15,14.0
8,2,32.0,15,14.0
8,26,7.0,4,3.0
9,2,22.0,7,6.0
9,15,2.0,7,6.0
9,18,56.0,2,1.0
9,51,14.0,4,3.0
9,52,0.0,2,1.0
9,73,36.0,7,6.0
10,1,40.0,3,2.0
10,3,19.0,2,1.0
10,15,29.0,7,6.0
10,18,36.0,4,3.0
10,29,11.0,2,1.0
10,43,25.0,4,3.0
10,46,13.0,3,2.0
10,53,65.0,15,14.0
10,75,45.0,2,1.0
10,76,47.0,3,2.0
10,91,0.0,7,6.0
11,44,36.0,7,6.0
11,67,73.0,7,6.0
11,81,65.0,7,6.0
11,85,43.0,7,6.0
12,10,55.0,3,2.0
13,17,58.0,7,6.0
13,91,50.0,7,6.0
14,7,50.0,15,14.0
14,12,34.0,7,6.0
14,28,7.0,7,6.0
15,12,43.0,7,6.0
15,52,50.0,15,14.0
16,9,29.0,7,6.0
16,33,69.0,4,3.0
16,37,36.0,7,6.0
16,65,7.0,7,6.0
16,74,18.0,7,6.0
17,85,4.0,15,14.0
18,94,65.0,15,14.0
20,0,19.0,4,3.0
21,6,21.0,7,6.0
21,7,28.0,15,14.0
21,29,14.0,7,6.0
21,34,46.0,4,3.0
22,74,40.0,4,3.0
23,8,0.0,7,6.0
23,25,7.0,4,3.0
23,27,73.0,7,6.0
23,41,47.0,4,3.0
23,51,18.0,7,6.0
23,74,25.0,15,14.0
23,93,62.0,4,3.0
25,10,16.0,2,1.0
25,20,28.0,15,14.0
25,72,50.0,15,14.0
25,88,65.0,15,14.0
26,12,65.0,15,14.0
26,13,19.0,15,14.0
26,16,50.0,15,14.0
26,94,0.0,7,6.0
27,3,28.0,15,14.0
27,15,13.0,15,14.0
27,17,43.0,15,14.0
27,29,0.0,7,6.0
27,64,7.0,4,3.0
27,82,58.0,15,14.0
28,2,62.0,3,2.0
28,36,76.0,4,3.0
28,78,20.0,4,3.0
29,25,21.0,7,6.0
29,31,28.0,4,3.0
29,51,55.0,7,6.0
29,81,7.0,3,2.0
29,92,65.0,7,6.0
29,96,47.0,7,6.0
30,10,7.0,4,3.0
30,23,58.0,4,3.0
30,27,11.0,2,1.0
30,28,14.0,3,2.0
30,40,20.0,15,14.0
30,85,65.0,15,14.0
31,37,50.0,15,14.0
31,38,35.0,15,14.0
31,42,3.0,2,1.0
31,95,14.0,7,6.0
32,9,18.0,4,3.0
32,38,50.0,15,14.0
32,77,10.0,2,1.0
32,91,22.0,7,6.0
33,22,29.0,4,3.0
33,26,36.0,7,6.0
33,53,7.0,7,6.0
33,88,58.0,4,3.0
33,97,73.0,7,6.0
34,15,73.0,7,6.0
34,18,11.0,7,6.0
34,44,7.0,3,2.0
34,56,35.0,7,6.0
34,67,57.0,15,14.0
34,93,50.0,7,6.0
35,32,3.0,7,6.0
35,74,10.0,7,6.0
35,98,76.0,4,3.0
36,22,0.0,7,6.0
36,43,43.0,15,14.0
36,76,28.0,15,14.0
36,82,7.0,4,3.0
36,91,72.0,4,3.0
37,38,31.0,4,3.0
37,55,65.0,15,14.0
37,96,5.0,2,1.0
38,14,15.0,15,14.0
38,32,65.0,15,14.0
39,7,65.0,15,14.0
39,12,19.0,15,14.0
39,23,51.0,7,6.0
39,28,59.0,3,2.0
39,42,0.0,3,2.0
39,57,3.0,15,14.0
40,21,50.0,15,14.0
40,28,17.0,3,2.0
40,58,35.0,15,14.0
41,18,58.0,7,6.0
41,28,65.0,7,6.0
41,30,0.0,7,6.0
41,51,73.0,7,6.0
41,72,32.0,15,14.0
41,73,15.0,7,6.0
41,88,51.0,7,6.0
42,49,50.0,15,14.0
42,55,5.0,15,14.0
43,5,29.0,7,6.0
43,14,73.0,7,6.0
43,15,36.0,7,6.0
43,24,0.0,7,6.0
43,76,9.0,3,2.0
44,20,73.0,7,6.0
44,24,10.0,7,6.0
44,56,51.0,7,6.0
44,61,17.0,15,14.0
44,84,0.0,4,3.0
45,3,4.0,15,14.0
45,13,0.0,4,3.0
45,18,20.0,15,14.0
45,68,50.0,15,14.0
46,0,43.0,7,6.0
46,8,51.0,15,14.0
46,16,73.0,7,6.0
46,35,34.0,7,6.0
46,56,19.0,15,14.0
46,67,4.0,7,6.0
46,85,0.0,4,3.0
47,1,50.0,15,14.0
47,5,0.0,7,6.0
47,22,7.0,7,6.0
47,23,66.0,7,6.0
47,28,32.0,3,2.0
47,34,42.0,4,3.0
47,35,17.0,15,14.0
47,93,73.0,7,6.0
48,8,14.0,15,14.0
48,9,65.0,15,14.0
48,35,46.0,4,3.0
48,66,29.0,15,14.0
49,24,17.0,7,6.0
49,28,35.0,15,14.0
49,45,65.0,15,14.0
49,84,4.0,3,2.0
49,86,0.0,4,3.0
