beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,752.0,199240.0,752.0,0.0,0.0,0.0,642.0,150560.0,642.0
1e-05,752.0,200170.0,754.0017,0.0,0.0,0.0,639.0,150560.0,640.5056
2e-05,752.0,200250.0,756.005,0.0,0.0,0.0,641.0,150840.0,644.0168
4e-05,752.0,199920.0,759.9968,0.0,0.0,0.0,646.0,151850.0,652.074
8e-05,751.0,201290.0,767.1032,0.0,0.0,0.0,645.0,153020.0,657.2416
0.0001,752.0,199700.0,771.97,0.0,0.0,0.0,643.0,152220.0,658.222
0.0002,751.0,200680.0,791.136,0.0,0.0,0.0,641.0,150590.0,671.118
0.0004,751.0,201130.0,831.452,0.0,0.0,0.0,640.0,149290.0,699.716
0.0008,752.0,201700.0,913.36,0.0,0.0,0.0,647.0,152800.0,769.24
0.001,751.0,203290.0,954.29,0.0,0.0,0.0,644.0,152310.0,796.31
0.002,748.0,205640.0,1159.28,0.0,0.0,0.0,615.0,186180.0,987.36
0.004,742.0,208750.0,1577.0,0.0,0.0,0.0,599.0,187170.0,1347.68
0.008,670.0,220840.0,2436.72,0.0,0.0,0.0,563.0,194430.0,2118.44
0.01,654.0,222820.0,2882.2,0.0,0.0,0.0,558.0,197620.0,2534.2
0.02,585.0,228670.0,5158.4,0.0,0.0,0.0,514.0,199320.0,4500.4
0.04,572.0,228930.0,9729.2,0.0,0.0,0.0,517.0,199860.0,8511.4
0.08,562.0,229390.0,18913.2,0.0,0.0,0.0,494.0,199280.0,16436.4
0.1,561.0,229360.0,23497.0,0.0,0.0,0.0,511.0,200630.0,20574.0
0.2,566.0,229440.0,46454.0,0.0,0.0,0.0,502.0,199300.0,40362.0
0.4,565.0,229610.0,92409.0,0.0,0.0,0.0,509.0,199640.0,80365.0
1.0,565.0,229300.0,229865.0,0.0,0.0,0.0,508.0,200670.0,201178.0
10.0,565.0,229520.0,2295765.0,0.0,0.0,0.0,507.0,200440.0,2004907.0
