beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,781.0,195840.0,781.0,0.0,0.0,0.0,670.0,149870.0,670.0
1e-05,781.0,197960.0,782.9796,0.0,0.0,0.0,665.0,146840.0,666.4684
2e-05,781.0,197960.0,784.9592,0.0,0.0,0.0,665.0,146840.0,667.9368
4e-05,781.0,197960.0,788.9184,0.0,0.0,0.0,665.0,146840.0,670.8736
8e-05,781.0,199280.0,796.9424,0.0,0.0,0.0,669.0,149490.0,680.9592
0.0001,781.0,199460.0,800.946,0.0,0.0,0.0,666.0,147660.0,680.766
0.0002,782.0,199020.0,821.804,0.0,0.0,0.0,664.0,147580.0,693.516
0.0004,781.0,199490.0,860.796,0.0,0.0,0.0,660.0,147130.0,718.852
0.0008,781.0,199750.0,940.8,0.0,0.0,0.0,643.0,184000.0,790.2
0.001,781.0,199500.0,980.5,0.0,0.0,0.0,636.0,184360.0,820.36
0.002,778.0,202420.0,1182.84,0.0,0.0,0.0,634.0,186760.0,1007.52
0.004,769.0,205750.0,1592.0,0.0,0.0,0.0,613.0,187620.0,1363.48
0.008,674.0,221140.0,2443.12,0.0,0.0,0.0,565.0,194830.0,2123.64
0.01,636.0,225130.0,2887.3,0.0,0.0,0.0,542.0,195920.0,2501.2
0.02,592.0,228770.0,5167.4,0.0,0.0,0.0,476.0,202120.0,4518.4
0.04,564.0,230160.0,9770.4,0.0,0.0,0.0,476.0,202120.0,8560.8
0.08,567.0,230040.0,18970.2,0.0,0.0,0.0,476.0,202120.0,16645.6
0.1,570.0,229900.0,23560.0,0.0,0.0,0.0,476.0,202120.0,20688.0
0.2,555.0,230330.0,46621.0,0.0,0.0,0.0,476.0,202120.0,40900.0
0.4,561.0,230230.0,92653.0,0.0,0.0,0.0,476.0,202120.0,81324.0
1.0,559.0,230390.0,230949.0,0.0,0.0,0.0,476.0,202120.0,202596.0
10.0,561.0,230030.0,2300861.0,0.0,0.0,0.0,476.0,202120.0,2021676.0
