#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,11109.0,587257.0,11109.0,0.0,0.0,0.0,10059.0,466657.0,10059.0
2.0,17021.0,1432539.0,17021.0,0.0,0.0,0.0,15471.0,1368790.0,15471.0
4.0,24134.0,3126254.0,24134.0,0.0,0.0,0.0,22468.0,2960799.0,22468.0
6.0,28054.0,4275857.0,28054.0,0.0,0.0,0.0,26880.0,4157057.0,26880.0
8.0,29778.0,4844056.0,29778.0,0.0,0.0,0.0,29324.0,4797055.0,29324.0
10.0,29967.0,4910857.0,29967.0,0.0,0.0,0.0,29967.0,4910857.0,29967.0
12.0,29967.0,4910857.0,29967.0,0.0,0.0,0.0,29967.0,4910857.0,29967.0
14.0,29967.0,4910857.0,29967.0,0.0,0.0,0.0,29967.0,4910857.0,29967.0
16.0,29967.0,4910857.0,29967.0,0.0,0.0,0.0,29967.0,4910857.0,29967.0
18.0,29967.0,4910857.0,29967.0,0.0,0.0,0.0,29967.0,4910857.0,29967.0
20.0,29967.0,4910857.0,29967.0,0.0,0.0,0.0,29967.0,4910857.0,29967.0
