#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,11255.0,577514.0,11255.0,0.0,0.0,0.0,10203.0,456214.0,10203.0
2.0,17284.0,1421303.0,17284.0,0.0,0.0,0.0,15689.0,1358409.0,15689.0
4.0,24738.0,3118298.0,24738.0,0.0,0.0,0.0,23004.0,2946547.0,23004.0
6.0,29133.0,4381114.0,29133.0,0.0,0.0,0.0,27741.0,4239113.0,27741.0
8.0,31283.0,5091914.0,31283.0,0.0,0.0,0.0,30548.0,5015113.0,30548.0
10.0,31630.0,5209014.0,31630.0,0.0,0.0,0.0,31630.0,5209014.0,31630.0
12.0,31630.0,5209014.0,31630.0,0.0,0.0,0.0,31630.0,5209014.0,31630.0
14.0,31630.0,5209014.0,31630.0,0.0,0.0,0.0,31630.0,5209014.0,31630.0
16.0,31630.0,5209014.0,31630.0,0.0,0.0,0.0,31630.0,5209014.0,31630.0
18.0,31630.0,5209014.0,31630.0,0.0,0.0,0.0,31630.0,5209014.0,31630.0
20.0,31630.0,5209014.0,31630.0,0.0,0.0,0.0,31630.0,5209014.0,31630.0
