#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,11266.0,579636.0,11266.0,0.0,0.0,0.0,10181.0,467136.0,10181.0
2.0,17256.0,1422705.0,17256.0,0.0,0.0,0.0,15696.0,1352268.0,15696.0
4.0,24608.0,3133336.0,24608.0,0.0,0.0,0.0,22867.0,2957183.0,22867.0
6.0,28834.0,4378236.0,28834.0,0.0,0.0,0.0,27443.0,4237524.0,27443.0
8.0,31009.0,5048936.0,31009.0,0.0,0.0,0.0,30284.0,4972736.0,30284.0
10.0,31438.0,5200536.0,31438.0,0.0,0.0,0.0,31438.0,5200536.0,31438.0
12.0,31438.0,5200536.0,31438.0,0.0,0.0,0.0,31438.0,5200536.0,31438.0
14.0,31438.0,5200536.0,31438.0,0.0,0.0,0.0,31438.0,5200536.0,31438.0
16.0,31438.0,5200536.0,31438.0,0.0,0.0,0.0,31438.0,5200536.0,31438.0
18.0,31438.0,5200536.0,31438.0,0.0,0.0,0.0,31438.0,5200536.0,31438.0
20.0,31438.0,5200536.0,31438.0,0.0,0.0,0.0,31438.0,5200536.0,31438.0
