#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,11282.0,577943.0,11282.0,0.0,0.0,0.0,10330.0,473943.0,10330.0
2.0,17287.0,1419714.0,17287.0,0.0,0.0,0.0,15742.0,1354818.0,15742.0
4.0,24699.0,3129243.0,24699.0,0.0,0.0,0.0,22952.0,2956403.0,22952.0
6.0,29067.0,4380843.0,29067.0,0.0,0.0,0.0,27654.0,4235240.0,27654.0
8.0,31236.0,5084141.0,31236.0,0.0,0.0,0.0,30439.0,5000043.0,30439.0
10.0,31557.0,5203143.0,31557.0,0.0,0.0,0.0,31557.0,5203143.0,31557.0
12.0,31557.0,5203143.0,31557.0,0.0,0.0,0.0,31557.0,5203143.0,31557.0
14.0,31557.0,5203143.0,31557.0,0.0,0.0,0.0,31557.0,5203143.0,31557.0
16.0,31557.0,5203143.0,31557.0,0.0,0.0,0.0,31557.0,5203143.0,31557.0
18.0,31557.0,5203143.0,31557.0,0.0,0.0,0.0,31557.0,5203143.0,31557.0
20.0,31557.0,5203143.0,31557.0,0.0,0.0,0.0,31557.0,5203143.0,31557.0
