Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
21934,29979,29375,29284,9615,9782,17060,32742,21937,30233,29612,29464,32742,
20912,28284,27724,27681,9411,9657,16491,30797,20913,28486,27917,27846,30797,
21612,27878,27415,27322,9771,9964,16544,30021,21612,28071,27606,27464,30021,
21084,28394,27824,27839,9504,9746,16487,30931,21088,28623,28069,27980,30931,
21586,29058,28529,28561,9532,9700,16870,31715,21588,29317,28773,28714,31715,
21538,28611,28127,28096,9610,9812,16773,31051,21539,28847,28369,28245,31051,
21119,27896,27361,27313,9545,9772,16387,30137,21120,28099,27582,27468,30137,
21255,27072,26636,26580,9724,9861,16246,28948,21257,27268,26823,26685,28948,
21420,28687,28184,28111,9423,9614,16612,31214,21425,28936,28378,28261,31214,
20735,26756,26326,26283,9597,9786,16070,28733,20736,26995,26536,26408,28733,
21870,28337,27784,27756,9586,9797,16666,30546,21875,28549,28014,27905,30546,
21613,28657,28071,28069,9589,9745,16703,30998,21617,28869,28317,28216,30998,
21577,28704,28153,28135,9635,9821,16733,31119,21579,28950,28407,28267,31119,
21404,29520,28944,28956,9500,9682,16963,32332,21405,29756,29175,29100,32332,
21479,29165,28552,28533,9567,9755,16698,31682,21482,29374,28771,28667,31682,
21718,29429,28901,28890,9618,9798,16959,32002,21719,29664,29103,29049,32002,
20957,30123,29479,29558,9214,9375,17003,33346,20965,30393,29734,29740,33346,
21355,28868,28348,28282,9420,9658,16692,31500,21356,29101,28577,28431,31500,
21457,28553,28106,28037,9557,9741,16677,31110,21462,28838,28298,28190,31110,
21424,29566,28983,28953,9516,9752,16866,32300,21427,29813,29188,29131,32300,
