Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
11031,21995,23354,23317,6371,7139,14552,32575,11037,22057,23542,23442,32575,
11479,21674,22674,22510,6593,7246,14227,30446,11484,21743,22819,22642,30446,
11647,21941,22802,22732,6652,7372,14333,30614,11654,22026,22995,22840,30614,
11236,22326,23495,23403,6460,7194,14600,32376,11241,22390,23628,23531,32376,
11277,21668,22765,22636,6503,7213,14210,30977,11280,21723,22893,22781,30977,
11445,22109,23418,23259,6580,7248,14585,31832,11452,22175,23563,23341,31832,
11279,21892,22972,22837,6560,7334,14383,30990,11288,21961,23147,22983,30990,
11311,22119,23761,23669,6495,7213,14705,32960,11322,22188,23926,23786,32960,
11303,21863,23122,23016,6482,7190,14467,31579,11309,21940,23262,23133,31579,
11353,21028,22083,21916,6640,7240,13973,29077,11359,21109,22237,22050,29077,
11362,21722,22758,22617,6591,7291,14315,30606,11369,21782,22928,22732,30606,
11156,21460,22646,22534,6520,7308,14206,30449,11161,21526,22817,22660,30449,
11530,21320,22304,22157,6676,7337,14099,29886,11537,21389,22468,22272,29886,
11165,21787,23265,23079,6468,7217,14507,31903,11165,21853,23394,23194,31903,
11238,22006,23361,23229,6477,7140,14569,31919,11241,22067,23516,23344,31919,
11296,21733,23411,23224,6541,7236,14547,32115,11299,21802,23545,23369,32115,
11354,20382,20861,20733,6708,7383,13466,26670,11356,20463,20993,20851,26670,
11312,22003,23450,23310,6500,7204,14634,32320,11314,22067,23592,23435,32320,
11325,21124,22132,21940,6542,7126,14027,29881,11333,21191,22249,22057,29881,
11589,21974,22900,22740,6628,7200,14449,30761,11596,22041,23064,22865,30761,
