Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
4343,10806,16018,15848,2900,4050,12062,31508,4344,10807,16082,15879,31508,
4285,10363,15438,15313,2870,4874,11654,30257,4287,10364,15495,15330,30257,
4392,10491,15808,15640,2903,4033,11852,30889,4393,10491,15846,15645,30889,
4251,10584,15991,15783,2838,4019,11941,31685,4251,10584,16040,15816,31685,
4315,10582,15767,15615,2879,4028,11867,31056,4316,10583,15811,15653,31056,
4350,10865,16693,16513,2897,4052,12360,34032,4352,10865,16750,16511,34032,
4345,10454,16145,15971,2913,4063,12089,31819,4347,10454,16185,15993,31819,
4378,10780,15815,15683,2926,4701,11884,31135,4380,10780,15868,15700,31135,
4322,10589,15816,15618,2886,4043,11919,30580,4322,10590,15853,15631,30580,
4347,10702,15742,15578,2907,4074,11842,30772,4347,10702,15783,15605,30772,
4332,10863,16831,16603,2891,4050,12600,34593,4335,10864,16881,16640,34593,
4389,10577,14925,14826,2934,4624,11444,28806,4390,10578,14995,14857,28806,
4366,10472,15498,15306,2888,4032,11658,30225,4367,10473,15546,15309,30225,
4320,10492,15537,15350,2901,4010,11666,30534,4325,10494,15601,15362,30534,
4339,10546,15844,15663,2908,4796,11871,31200,4341,10546,15890,15685,31200,
4400,10536,15919,15686,2932,4068,11975,31576,4402,10536,15967,15719,31576,
4394,10048,15248,15086,2921,4574,11522,29320,4396,10048,15305,15107,29320,
4385,10562,15476,15304,2929,4829,11682,29901,4385,10563,15507,15321,29901,
4373,10455,15628,15445,2924,4074,11795,30514,4375,10455,15692,15470,30514,
4388,10605,16044,15860,2900,4054,11983,31750,4388,10605,16102,15875,31750,
