Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
9203,19132,21734,21646,5542,5542,14490,31853,9212,19174,21848,21770,31853,
9620,19506,21920,21865,5657,5657,14614,32100,9627,19544,22053,21967,32100,
9600,18884,21002,20929,5691,5691,14193,30120,9609,18933,21118,21038,30120,
9589,19340,21880,21847,5640,5640,14571,32104,9600,19369,21989,21944,32104,
9473,19208,21551,21492,5622,5621,14417,31236,9477,19246,21664,21600,31236,
9496,19370,21329,21308,5652,5652,14359,30965,9500,19411,21455,21401,30965,
9615,18985,20717,20642,5708,5708,14075,29858,9622,19026,20855,20749,29858,
9331,18950,21208,21164,5622,5622,14258,30406,9335,19008,21334,21253,30406,
9539,19514,21236,21275,5654,5654,14345,30707,9546,19559,21394,21348,30707,
9546,19681,21973,21916,5659,5659,14747,31932,9546,19721,22125,22010,31932,
9158,18984,21249,21269,5470,5470,14263,30881,9165,19017,21386,21402,30881,
9325,18746,21151,21063,5636,5636,14194,30583,9337,18789,21256,21164,30583,
9308,19594,21937,21874,5514,5514,14569,32340,9314,19637,22067,21985,32340,
9270,19466,21985,22006,5544,5544,14624,32565,9274,19496,22119,22117,32565,
9262,18880,21161,21149,5566,5566,14202,30558,9268,18938,21270,21259,30558,
9558,18996,21150,21061,5672,5672,14224,30392,9563,19040,21264,21176,30392,
9374,19235,21567,21553,5583,5583,14456,31744,9378,19267,21690,21635,31744,
9537,18861,20876,20817,5691,5691,14083,29598,9543,18909,21001,20921,29598,
9463,19002,20905,20823,5670,5670,14157,29971,9468,19042,21040,20927,29971,
9214,19586,21948,21927,5496,5496,14653,32185,9217,19619,22092,22010,32185,
