src,dst,spec,core_src,core_dst,used_slot,tfk_slot
34,40,79,0,1,1,1.0
35,4,0,2,2,1,1.0
36,57,3,1,0,1,1.0
37,19,2,0,2,1,1.0
38,45,60,0,2,1,1.0
39,20,10,0,0,1,1.0
39,60,1,2,2,1,1.0
40,85,0,0,0,1,1.0
42,71,10,0,2,1,1.0
44,93,53,1,0,1,1.0
45,95,43,1,1,1,1.0
47,94,0,1,2,1,1.0
49,87,6,2,2,1,1.0
50,56,43,0,1,1,1.0
52,9,10,1,2,1,1.0
53,28,7,1,1,1,1.0
57,62,1,1,1,1,1.0
61,20,50,1,1,1,1.0
62,51,0,2,2,1,1.0
62,61,16,0,0,1,1.0
63,83,8,0,2,1,1.0
64,70,0,0,1,1,1.0
65,58,27,2,0,1,1.0
66,77,1,1,0,1,1.0
68,5,45,2,0,1,1.0
68,87,1,1,0,1,1.0
70,33,28,0,2,1,1.0
70,58,3,2,2,1,1.0
72,11,45,2,1,1,1.0
73,72,2,1,0,1,1.0
74,55,2,2,1,1,1.0
79,83,21,0,1,1,1.0
83,71,11,0,1,1,1.0
87,47,7,1,2,1,1.0
90,89,2,2,1,1,1.0
93,74,0,2,0,1,1.0
95,69,1,2,1,1,1.0
96,75,0,0,1,1,1.0
97,80,5,0,2,1,1.0
98,64,1,2,1,1,1.0
99,20,35,2,2,1,1.0
2,35,31,1,0,5,4.0
10,1,23,1,1,5,4.0
11,80,75,2,1,5,4.0
12,76,23,0,2,5,4.0
13,46,80,1,0,5,4.0
15,78,3,2,1,5,4.0
25,78,66,0,0,5,4.0
26,0,75,0,0,5,4.0
27,53,7,1,0,5,4.0
30,47,2,1,0,5,4.0
31,99,19,1,0,5,4.0
33,57,75,0,2,5,4.0
39,24,30,1,0,5,4.0
41,42,6,1,1,5,4.0
41,90,27,2,0,5,4.0
43,46,47,2,1,5,4.0
43,76,39,0,0,5,4.0
48,17,27,1,2,5,4.0
50,1,15,2,2,5,4.0
52,54,13,0,2,5,4.0
54,26,49,0,2,5,4.0
55,15,0,0,1,5,4.0
58,51,13,1,1,5,4.0
60,6,1,1,0,5,4.0
63,8,0,1,2,5,4.0
65,86,75,1,1,5,4.0
69,56,22,2,2,5,4.0
73,33,49,2,1,5,4.0
76,97,33,1,2,5,4.0
79,89,12,1,2,5,4.0
88,8,0,0,1,5,4.0
96,54,64,2,1,5,4.0
99,22,14,1,0,5,4.0
3,22,49,1,2,9,8.0
5,48,791,1,2,9,8.0
12,40,80,2,2,9,8.0
16,88,28,0,1,9,8.0
18,43,28,0,1,9,8.0
27,21,20,2,0,9,8.0
27,85,37,0,2,9,8.0
28,36,19,2,0,9,8.0
30,86,5,0,0,9,8.0
31,92,3,2,1,9,8.0
36,82,54,2,1,9,8.0
44,84,28,0,0,9,8.0
50,91,71,1,1,9,8.0
53,98,2,2,0,9,8.0
67,75,71,2,0,9,8.0
71,52,71,0,2,9,8.0
73,90,19,0,1,9,8.0
79,94,5,2,0,9,8.0
80,85,32,0,1,9,8.0
7,23,54,1,0,17,16.0
11,68,3,0,0,17,16.0
13,81,36,0,1,17,16.0
14,28,46,1,0,17,16.0
21,6,63,2,2,17,16.0
26,94,37,1,1,17,16.0
32,16,43,0,1,17,16.0
34,18,785,2,2,17,16.0
38,7,34,2,2,17,16.0
46,7,28,2,0,17,16.0
59,92,63,0,2,17,16.0
64,38,27,2,1,17,16.0
66,6,793,2,1,17,16.0
67,91,63,1,0,17,16.0
77,97,783,1,1,17,16.0
82,49,54,2,1,17,16.0
86,37,43,2,2,17,16.0
93,8,11,1,0,17,16.0
95,19,19,0,1,17,16.0
34,67,34,1,0,41,40.0
1,72,36,0,1,1,1.0
3,64,1,0,0,1,1.0
4,59,10,1,0,1,1.0
9,33,79,2,2,1,1.0
11,0,2,0,2,1,1.0
12,81,25,1,0,1,1.0
14,78,2,0,1,1,1.0
18,14,16,2,2,1,1.0
21,2,6,1,1,1,1.0
25,23,2,2,1,1,1.0
27,11,70,1,1,1,1.0
30,52,0,2,0,1,1.0
31,48,7,0,0,1,1.0
32,77,0,1,0,1,1.0
34,98,0,0,2,1,1.0
36,97,5,2,2,1,1.0
40,70,0,1,2,1,1.0
41,26,4,0,0,1,1.0
43,74,0,1,2,1,1.0
45,11,1,2,2,1,1.0
47,18,6,2,1,1,1.0
49,13,2,1,2,1,1.0
49,54,20,0,1,1,1.0
50,63,1,0,0,1,1.0
53,61,6,1,1,1,1.0
58,6,1,0,2,1,1.0
58,24,2,2,1,1,1.0
60,20,30,2,0,1,1.0
62,88,5,0,0,1,1.0
62,95,70,2,1,1,1.0
65,13,0,2,0,1,1.0
67,76,62,1,0,1,1.0
68,63,2,0,2,1,1.0
70,51,12,0,1,1,1.0
71,61,17,0,0,1,1.0
73,57,0,0,1,1,1.0
74,17,10,1,1,1,1.0
79,4,60,1,2,1,1.0
86,91,1,1,1,1,1.0
87,92,0,0,0,1,1.0
89,39,2,2,2,1,1.0
97,9,2,1,1,1,1.0
99,36,36,0,1,1,1.0
10,46,2,2,0,5,4.0
13,54,5,1,0,5,4.0
19,67,75,2,0,5,4.0
25,92,61,0,1,5,4.0
26,5,14,2,0,5,4.0
28,2,28,2,0,5,4.0
30,99,8,1,1,5,4.0
32,83,0,2,0,5,4.0
37,71,18,1,1,5,4.0
39,42,75,1,0,5,4.0
40,1,1,0,1,5,4.0
41,20,22,2,2,5,4.0
44,55,23,1,2,5,4.0
45,15,38,1,1,5,4.0
47,28,75,0,1,5,4.0
47,90,58,1,1,5,4.0
48,39,36,1,0,5,4.0
50,55,8,2,1,5,4.0
53,3,58,2,1,5,4.0
57,53,32,0,0,5,4.0
62,92,40,1,2,5,4.0
64,41,22,2,1,5,4.0
66,22,3,1,2,5,4.0
68,48,75,1,2,5,4.0
72,8,46,2,2,5,4.0
73,56,75,2,2,5,4.0
75,35,14,0,2,5,4.0
77,96,24,1,2,5,4.0
79,58,23,0,1,5,4.0
80,76,66,0,2,5,4.0
83,38,23,1,0,5,4.0
83,74,3,2,0,5,4.0
87,94,39,1,0,5,4.0
88,91,36,2,2,5,4.0
96,1,0,1,2,5,4.0
2,75,11,2,2,9,8.0
3,71,71,2,2,9,8.0
6,95,61,0,0,9,8.0
7,51,11,2,2,9,8.0
9,51,791,0,0,9,8.0
12,64,3,0,1,9,8.0
16,33,37,0,1,9,8.0
18,66,71,0,2,9,8.0
22,80,63,0,1,9,8.0
23,93,53,2,2,9,8.0
26,96,2,1,0,9,8.0
31,93,54,1,1,9,8.0
37,21,31,2,0,9,8.0
40,4,54,2,0,9,8.0
43,36,62,2,0,9,8.0
46,85,71,1,2,9,8.0
49,14,26,2,1,9,8.0
50,94,6,1,1,9,8.0
52,95,791,2,2,9,8.0
60,56,80,1,0,9,8.0
65,78,54,1,2,9,8.0
68,97,36,2,0,9,8.0
75,29,20,1,0,9,8.0
85,21,1,0,2,9,8.0
93,59,54,0,1,9,8.0
0,59,36,0,2,17,16.0
10,15,63,1,0,17,16.0
15,12,46,2,2,17,16.0
16,37,63,2,0,17,16.0
27,5,783,0,2,17,16.0
30,60,63,0,0,17,16.0
31,24,766,2,2,17,16.0
42,54,784,2,2,17,16.0
44,90,80,2,0,17,16.0
52,77,46,1,2,17,16.0
57,81,80,2,2,17,16.0
65,35,46,0,0,17,16.0
69,8,29,0,1,17,16.0
73,84,38,1,0,17,16.0
78,24,6,0,0,17,16.0
85,91,46,1,0,17,16.0
89,72,22,0,0,17,16.0
98,25,2,1,1,17,16.0
2,92,0,2,1,1,1.0
7,27,0,0,1,1,1.0
10,3,20,1,0,1,1.0
13,26,1,1,0,1,1.0
16,0,19,2,2,1,1.0
21,85,0,1,2,1,1.0
29,98,1,1,0,1,1.0
31,51,0,0,0,1,1.0
32,1,24,1,0,1,1.0
35,63,2,2,0,1,1.0
39,14,0,0,0,1,1.0
41,85,10,0,0,1,1.0
48,62,20,1,2,1,1.0
49,63,3,1,2,1,1.0
50,74,0,1,1,1,1.0
50,99,7,0,1,1,1.0
54,4,31,1,1,1,1.0
58,23,19,0,1,1,1.0
60,96,6,1,1,1,1.0
62,53,4,0,1,1,1.0
64,49,16,0,2,1,1.0
68,27,0,2,2,1,1.0
69,40,1,2,1,1,1.0
70,74,1,2,2,1,1.0
73,62,0,1,1,1,1.0
77,36,4,0,1,1,1.0
83,57,2,2,1,1,1.0
88,40,12,0,0,1,1.0
95,34,37,1,0,1,1.0
98,60,7,2,2,1,1.0
2,14,26,1,2,5,4.0
5,47,48,0,2,5,4.0
12,10,14,1,0,5,4.0
12,97,38,0,2,5,4.0
18,57,7,1,0,5,4.0
20,44,31,0,1,5,4.0
25,27,4,2,0,5,4.0
26,11,15,1,2,5,4.0
29,81,41,2,2,5,4.0
30,70,0,0,0,5,4.0
32,45,30,0,2,5,4.0
41,91,27,1,1,5,4.0
45,46,23,1,2,5,4.0
47,19,3,1,2,5,4.0
47,89,12,0,0,5,4.0
49,84,21,0,0,5,4.0
58,4,0,1,0,5,4.0
61,60,1,1,0,5,4.0
63,17,48,1,1,5,4.0
64,52,52,1,0,5,4.0
66,2,66,2,0,5,4.0
66,80,26,1,0,5,4.0
71,30,37,1,2,5,4.0
75,80,0,2,1,5,4.0
83,0,1,1,0,5,4.0
83,37,24,0,1,5,4.0
87,16,1,1,1,5,4.0
89,57,31,2,2,5,4.0
92,56,36,0,1,5,4.0
97,53,0,0,0,5,4.0
99,19,75,0,1,5,4.0
0,72,791,1,2,9,8.0
1,6,37,2,2,9,8.0
3,9,3,1,0,9,8.0
7,39,51,2,1,9,8.0
8,44,54,2,2,9,8.0
10,43,71,2,2,9,8.0
13,82,32,2,1,9,8.0
18,76,2,2,0,9,8.0
21,58,62,0,2,9,8.0
23,43,71,0,1,9,8.0
26,68,71,2,0,9,8.0
28,78,44,2,2,9,8.0
30,73,62,1,2,9,8.0
31,56,66,1,2,9,8.0
32,13,54,2,0,9,8.0
33,22,4,0,0,9,8.0
38,43,45,0,0,9,8.0
40,12,19,2,2,9,8.0
50,90,54,2,2,9,8.0
54,77,54,0,1,9,8.0
54,95,2,2,2,9,8.0
59,25,26,0,1,9,8.0
65,61,3,2,0,9,8.0
68,20,32,1,1,9,8.0
70,76,71,1,2,9,8.0
71,64,45,0,2,9,8.0
72,44,37,1,0,9,8.0
79,48,17,1,0,9,8.0
86,96,36,0,0,9,8.0
87,51,54,2,1,9,8.0
90,55,28,1,2,9,8.0
99,95,9,2,0,9,8.0
1,3,6,1,2,17,16.0
4,6,43,2,0,17,16.0
9,73,29,2,0,17,16.0
16,74,46,0,0,17,16.0
20,8,63,2,1,17,16.0
25,55,7,0,0,17,16.0
29,96,783,0,2,17,16.0
33,53,40,2,2,17,16.0
34,15,17,1,2,17,16.0
34,93,63,2,1,17,16.0
36,22,28,0,2,17,16.0
36,85,80,2,1,17,16.0
41,51,63,2,2,17,16.0
42,24,46,1,1,17,16.0
42,86,17,0,1,17,16.0
48,19,54,2,0,17,16.0
52,56,11,1,0,17,16.0
55,65,63,1,0,17,16.0
65,91,28,1,0,17,16.0
71,24,29,2,2,17,16.0
75,81,63,1,1,17,16.0
78,59,63,1,1,17,16.0
79,46,63,2,0,17,16.0
87,69,54,0,1,17,16.0
94,79,63,0,0,17,16.0
97,84,26,1,1,17,16.0
11,15,22,0,0,41,40.0
3,99,62,0,2,1,1.0
12,74,13,1,0,1,1.0
19,84,12,0,0,1,1.0
31,45,52,2,0,1,1.0
32,78,1,1,1,1,1.0
37,20,20,0,0,1,1.0
41,14,1,0,0,1,1.0
45,0,65,1,2,1,1.0
49,27,44,0,1,1,1.0
50,76,0,0,2,1,1.0
55,31,17,1,0,1,1.0
62,14,0,0,2,1,1.0
63,18,1,2,1,1,1.0
66,64,2,1,1,1,1.0
70,35,13,2,2,1,1.0
71,4,0,2,1,1,1.0
73,23,28,0,1,1,1.0
74,30,36,2,2,1,1.0
87,82,8,1,1,1,1.0
90,36,1,2,1,1,1.0
98,35,0,0,1,1,1.0
99,87,0,1,2,1,1.0
1,85,19,0,0,5,4.0
2,82,41,1,2,5,4.0
10,76,41,1,1,5,4.0
12,88,75,0,0,5,4.0
20,34,2,2,0,5,4.0
21,83,16,1,0,5,4.0
39,28,42,0,1,5,4.0
40,48,75,0,1,5,4.0
44,64,17,1,2,5,4.0
45,29,49,2,0,5,4.0
47,26,26,1,2,5,4.0
49,47,43,1,2,5,4.0
51,24,1,0,0,5,4.0
53,91,32,1,1,5,4.0
59,54,1,1,1,5,4.0
62,56,48,2,1,5,4.0
63,74,58,1,1,5,4.0
64,89,17,0,0,5,4.0
65,92,66,1,1,5,4.0
70,7,14,0,0,5,4.0
71,93,12,1,2,5,4.0
73,2,16,1,0,5,4.0
76,66,44,0,2,5,4.0
80,41,58,0,2,5,4.0
93,13,75,0,1,5,4.0
95,90,38,1,1,5,4.0
97,79,0,2,2,5,4.0
2,37,43,2,1,9,8.0
3,59,52,2,0,9,8.0
7,29,20,2,1,9,8.0
8,26,89,1,0,9,8.0
11,4,6,2,0,9,8.0
18,58,70,2,0,9,8.0
19,51,2,1,1,9,8.0
21,98,42,0,2,9,8.0
26,53,54,1,0,9,8.0
27,96,29,2,2,9,8.0
30,77,54,0,0,9,8.0
30,80,37,1,1,9,8.0
32,9,69,0,2,9,8.0
39,16,793,1,0,9,8.0
40,36,8,1,2,9,8.0
40,78,28,2,0,9,8.0
41,87,71,1,0,9,8.0
43,56,37,1,2,9,8.0
44,60,71,0,2,9,8.0
46,89,36,1,2,9,8.0
47,79,791,0,1,9,8.0
49,61,35,2,1,9,8.0
54,97,43,2,1,9,8.0
57,63,14,1,0,9,8.0
65,83,12,2,1,9,8.0
67,61,18,2,0,9,8.0
68,44,20,1,2,9,8.0
69,62,2,1,1,9,8.0
71,22,19,0,0,9,8.0
72,17,54,2,1,9,8.0
73,70,1,2,1,9,8.0
75,13,1,0,0,9,8.0
81,50,37,0,1,9,8.0
85,29,1,1,2,9,8.0
88,85,1,1,2,9,8.0
96,33,31,1,2,9,8.0
98,38,36,1,0,9,8.0
99,59,0,0,2,9,8.0
0,67,13,0,1,17,16.0
3,1,63,1,1,17,16.0
9,15,63,0,2,17,16.0
11,81,14,1,2,17,16.0
15,50,63,1,2,17,16.0
18,78,80,0,2,17,16.0
19,17,41,2,2,17,16.0
23,8,63,2,2,17,16.0
33,97,19,1,0,17,16.0
36,0,45,0,1,17,16.0
39,27,20,2,0,17,16.0
42,65,80,1,0,17,16.0
43,14,0,0,1,17,16.0
46,13,6,2,2,17,16.0
48,69,63,0,2,17,16.0
52,37,63,0,2,17,16.0
53,24,783,2,1,17,16.0
57,6,46,2,2,17,16.0
57,94,37,0,2,17,16.0
58,42,14,2,2,17,16.0
60,51,80,0,2,17,16.0
66,72,63,0,1,17,16.0
67,86,17,0,0,17,16.0
68,33,20,0,0,17,16.0
79,84,46,0,1,17,16.0
90,92,10,0,0,17,16.0
96,89,63,0,1,17,16.0
9,52,1,0,0,1,1.0
25,51,1,1,2,1,1.0
34,21,27,0,1,1,1.0
44,35,1,0,2,1,1.0
49,89,1,0,2,1,1.0
58,38,1,2,0,1,1.0
64,26,0,1,0,1,1.0
69,41,5,2,0,1,1.0
73,32,4,1,1,1,1.0
92,65,21,1,2,1,1.0
96,74,35,0,2,1,1.0
99,98,6,1,2,1,1.0
2,43,1,1,1,5,4.0
4,23,4,1,1,5,4.0
12,57,26,1,2,5,4.0
18,61,48,1,0,5,4.0
26,1,31,2,0,5,4.0
27,93,39,1,0,5,4.0
31,12,28,0,0,5,4.0
36,30,23,1,0,5,4.0
40,28,37,1,1,5,4.0
43,62,17,0,0,5,4.0
45,50,3,2,2,5,4.0
45,88,53,0,0,5,4.0
48,30,13,1,1,5,4.0
53,79,26,1,1,5,4.0
60,0,8,2,0,5,4.0
63,0,23,0,1,5,4.0
63,96,40,2,1,5,4.0
66,74,66,1,1,5,4.0
70,29,31,2,0,5,4.0
78,50,58,0,0,5,4.0
83,3,57,2,0,5,4.0
83,64,6,0,0,5,4.0
91,70,23,0,0,5,4.0
95,82,2,1,1,5,4.0
0,92,80,2,2,9,8.0
2,58,2,2,0,9,8.0
4,62,21,2,2,9,8.0
10,18,2,1,0,9,8.0
19,3,62,2,2,9,8.0
19,78,36,1,1,9,8.0
27,44,54,0,1,9,8.0
30,23,5,2,2,9,8.0
31,3,30,1,1,9,8.0
32,17,10,2,0,9,8.0
36,91,2,0,1,9,8.0
37,95,29,1,2,9,8.0
39,32,60,1,0,9,8.0
43,47,53,2,2,9,8.0
45,79,12,1,0,9,8.0
49,39,71,1,2,9,8.0
49,67,62,2,2,9,8.0
54,42,36,1,2,9,8.0
57,55,22,0,1,9,8.0
59,39,27,2,0,9,8.0
63,11,5,1,1,9,8.0
65,77,45,1,0,9,8.0
66,21,11,2,0,9,8.0
68,85,11,1,1,9,8.0
71,55,2,1,2,9,8.0
76,93,28,0,1,9,8.0
80,16,80,1,2,9,8.0
86,13,80,0,0,9,8.0
87,38,71,1,2,9,8.0
88,76,37,1,2,9,8.0
93,40,3,2,2,9,8.0
97,61,71,0,1,9,8.0
99,25,36,2,2,9,8.0
1,17,29,1,1,17,16.0
4,42,63,0,1,17,16.0
5,50,766,2,1,17,16.0
7,92,80,2,0,17,16.0
13,91,58,1,2,17,16.0
14,12,63,0,2,17,16.0
18,11,53,2,2,17,16.0
19,75,97,0,2,17,16.0
21,29,11,2,2,17,16.0
23,51,18,0,1,17,16.0
26,89,20,1,1,17,16.0
27,46,46,2,0,17,16.0
29,51,63,1,0,17,16.0
31,14,32,2,2,17,16.0
34,56,5,2,2,17,16.0
36,54,63,2,0,17,16.0
41,28,2,2,2,17,16.0
46,16,63,2,0,17,16.0
47,5,58,0,1,17,16.0
48,64,0,2,2,17,16.0
53,22,37,0,1,17,16.0
57,17,80,1,2,17,16.0
59,24,35,0,0,17,16.0
68,56,19,2,1,17,16.0
69,96,47,0,2,17,16.0
71,8,46,2,1,17,16.0
71,48,28,0,0,17,16.0
74,14,63,0,1,17,16.0
75,98,46,1,1,17,16.0
77,65,29,2,0,17,16.0
79,6,14,2,0,17,16.0
83,75,28,1,0,17,16.0
87,22,783,2,0,17,16.0
88,72,63,2,2,17,16.0
98,73,63,0,0,17,16.0
99,80,37,0,2,17,16.0
8,2,75,0,0,41,40.0
15,93,2,0,2,1,1.0
39,21,26,0,1,1,1.0
52,14,12,0,2,1,1.0
68,31,1,0,0,1,1.0
80,68,2,2,1,1,1.0
88,58,10,1,2,1,1.0
98,67,10,2,1,1,1.0
3,46,31,0,1,5,4.0
4,60,32,1,0,5,4.0
27,1,75,0,0,5,4.0
30,35,65,2,2,5,4.0
32,34,38,0,0,5,4.0
37,11,21,0,2,5,4.0
40,54,6,0,1,5,4.0
44,91,1,1,0,5,4.0
45,57,6,0,1,5,4.0
49,77,38,1,0,5,4.0
54,45,66,2,1,5,4.0
62,13,49,0,1,5,4.0
63,2,5,2,0,5,4.0
64,94,23,0,0,5,4.0
66,63,40,1,0,5,4.0
69,49,64,0,0,5,4.0
72,92,39,2,1,5,4.0
74,2,36,0,1,5,4.0
90,12,1,0,1,5,4.0
92,70,31,2,0,5,4.0
95,73,10,1,1,5,4.0
97,74,13,0,1,5,4.0
5,36,62,2,1,9,8.0
12,90,43,0,1,9,8.0
18,22,19,1,2,9,8.0
19,7,0,0,2,9,8.0
20,0,792,0,0,9,8.0
22,74,54,0,2,9,8.0
23,41,71,1,0,9,8.0
25,26,9,2,0,9,8.0
27,8,17,1,1,9,8.0
30,10,28,1,1,9,8.0
32,67,27,1,2,9,8.0
33,88,13,2,0,9,8.0
36,64,17,2,1,9,8.0
39,26,36,1,2,9,8.0
40,31,66,1,2,9,8.0
41,69,791,2,2,9,8.0
45,52,20,2,2,9,8.0
47,24,8,2,1,9,8.0
48,71,791,1,1,9,8.0
49,86,71,2,0,9,8.0
50,75,44,0,2,9,8.0
53,7,17,1,1,9,8.0
53,89,17,2,2,9,8.0
58,79,61,0,1,9,8.0
60,37,62,2,1,9,8.0
66,19,29,0,2,9,8.0
70,14,36,2,1,9,8.0
73,0,13,2,1,9,8.0
78,13,10,1,0,9,8.0
79,59,28,0,1,9,8.0
87,23,791,1,2,9,8.0
95,21,71,0,0,9,8.0
97,38,4,1,0,9,8.0
4,63,63,2,1,17,16.0
5,28,53,0,1,17,16.0
12,61,89,2,1,17,16.0
19,57,80,1,0,17,16.0
27,29,63,2,2,17,16.0
30,93,37,0,1,17,16.0
32,81,63,2,0,17,16.0
40,42,63,2,2,17,16.0
41,55,784,1,1,17,16.0
43,24,11,1,2,17,16.0
44,56,46,0,2,17,16.0
47,22,63,1,1,17,16.0
47,72,19,0,1,17,16.0
50,39,37,2,2,17,16.0
50,88,19,1,2,17,16.0
53,82,14,0,1,17,16.0
59,75,80,0,0,17,16.0
62,5,23,1,1,17,16.0
65,1,46,2,2,17,16.0
66,93,22,2,0,17,16.0
68,81,46,2,2,17,16.0
70,2,20,1,2,17,16.0
71,10,54,0,2,17,16.0
72,61,766,0,0,17,16.0
76,7,46,2,0,17,16.0
78,16,63,2,1,17,16.0
78,90,37,0,2,17,16.0
80,56,2,0,1,17,16.0
83,6,9,2,2,17,16.0
83,29,63,0,0,17,16.0
83,84,46,1,2,17,16.0
94,31,2,2,1,17,16.0
96,18,11,0,0,17,16.0
97,91,16,2,2,17,16.0
98,55,63,1,2,17,16.0
99,81,19,1,1,17,16.0
31,88,11,0,0,1,1.0
62,94,1,0,2,1,1.0
71,21,1,1,1,1,1.0
95,23,0,2,1,1,1.0
18,51,14,1,0,5,4.0
30,28,70,2,1,5,4.0
34,44,12,0,1,5,4.0
39,98,75,0,2,5,4.0
45,27,1,0,1,5,4.0
49,99,1,2,1,5,4.0
57,1,26,1,0,5,4.0
60,14,75,1,2,5,4.0
63,32,53,1,1,5,4.0
68,55,49,0,1,5,4.0
73,81,5,1,2,5,4.0
87,40,53,1,0,5,4.0
89,49,26,2,0,5,4.0
97,12,8,0,1,5,4.0
2,84,17,1,1,9,8.0
4,20,80,1,1,9,8.0
16,62,39,2,2,9,8.0
19,41,62,1,0,9,8.0
26,27,80,0,2,9,8.0
32,39,21,0,1,9,8.0
35,98,54,2,0,9,8.0
40,44,19,1,0,9,8.0
46,47,8,0,1,9,8.0
47,66,71,2,1,9,8.0
49,65,11,1,1,9,8.0
53,45,8,1,2,9,8.0
54,9,54,1,0,9,8.0
54,37,52,2,1,9,8.0
58,60,49,2,2,9,8.0
63,12,31,0,2,9,8.0
63,35,71,2,1,9,8.0
64,25,71,0,0,9,8.0
69,20,11,1,0,9,8.0
70,36,71,2,1,9,8.0
74,92,1,1,2,9,8.0
75,17,71,2,0,9,8.0
79,21,51,1,0,9,8.0
85,45,28,2,1,9,8.0
92,8,12,1,2,9,8.0
4,52,29,0,2,17,16.0
13,76,11,1,0,17,16.0
26,55,80,2,2,17,16.0
29,25,46,2,2,17,16.0
30,7,80,1,1,17,16.0
31,95,784,2,0,17,16.0
35,74,63,0,2,17,16.0
