beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,904.0,229258.0,904.0,0.0,0.0,0.0,830.0,205558.0,830.0
1e-05,904.0,230158.0,906.30158,0.0,0.0,0.0,827.0,204158.0,829.04158
2e-05,904.0,231657.0,908.63314,0.0,0.0,0.0,835.0,206858.0,839.13716
4e-05,904.0,231258.0,913.25032,0.0,0.0,0.0,822.0,203558.0,830.14232
8e-05,904.0,235458.0,922.83664,0.0,0.0,0.0,818.0,205958.0,834.47664
0.0001,905.0,231558.0,928.1558,0.0,0.0,0.0,828.0,205258.0,848.5258
0.0002,905.0,232258.0,951.4516,0.0,0.0,0.0,822.0,206158.0,863.2316
0.0004,903.0,237358.0,997.9432,0.0,0.0,0.0,820.0,210347.0,904.1388
0.0008,903.0,241258.0,1096.0064,0.0,0.0,0.0,812.0,210058.0,980.0464
0.001,902.0,242458.0,1144.458,0.0,0.0,0.0,822.0,211558.0,1033.558
0.002,900.0,244657.0,1389.314,0.0,0.0,0.0,813.0,213358.0,1239.716
0.004,897.0,246457.0,1882.828,0.0,0.0,0.0,794.0,211658.0,1640.632
0.008,884.0,248856.0,2874.848,0.0,0.0,0.0,801.0,218856.0,2551.848
0.01,876.0,250554.0,3381.54,0.0,0.0,0.0,615.0,235989.0,2974.89
0.02,865.0,251038.0,5885.76,0.0,0.0,0.0,615.0,235989.0,5334.78
0.04,819.0,253572.0,10961.88,0.0,0.0,0.0,615.0,235989.0,10054.56
0.08,734.0,256038.0,21217.04,0.0,0.0,0.0,615.0,235989.0,19494.12
0.1,714.0,256426.0,26356.6,0.0,0.0,0.0,615.0,235989.0,24213.9
0.2,718.0,256731.0,52064.2,0.0,0.0,0.0,615.0,235989.0,47812.8
0.4,720.0,256751.0,103420.4,0.0,0.0,0.0,615.0,235989.0,95010.6
1.0,727.0,256551.0,257278.0,0.0,0.0,0.0,615.0,235989.0,236604.0
10.0,710.0,256934.0,2570050.0,0.0,0.0,0.0,615.0,235989.0,2360505.0
