beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,1e-05,2e-05,4e-05
883,883,881,883
229613.0,231413.0,229813.0,232413.0
883.0,885.31413,885.59626,892.29652
824,0,817,0,824,0,826,0
198913.0,0,204512.0,0,206812.0,0,209603.0,0
824.0,0,819.04512,0,828.13624,0,834.38412,0
809,809,809,809
180613.0,180613.0,180613.0,180613.0
809.0,810.80613,812.61226,816.22452
