src,dst,spec,core_src,core_dst,#core,used_slot,tfk_slot
0,8,48.0,1,0,2,2,1.0
0,10,2.0,1,0,1,17,16.0
0,13,0.0,0,0,1,13,12.0
0,17,78.0,1,1,2,2,1.0
0,28,52.0,0,2,1,16,15.0
0,39,26.0,1,2,1,3,2.0
0,42,25.0,0,2,1,10,9.0
0,47,40.0,0,2,1,11,10.0
0,49,78.0,0,2,1,2,1.0
0,53,55.0,2,2,1,18,17.0
0,55,69.0,0,1,2,9,15.0
0,59,12.0,2,1,1,17,16.0
0,64,21.0,1,2,1,5,4.0
0,66,0.0,2,0,1,12,11.0
0,80,39.0,2,2,1,9,8.0
0,83,29.0,1,1,2,10,18.0
1,8,37.0,0,1,1,7,6.0
1,13,67.0,1,1,1,8,7.0
1,19,56.0,1,1,1,9,8.0
1,34,78.0,0,1,1,2,1.0
1,52,75.0,1,2,1,2,1.0
1,65,44.0,0,2,1,2,1.0
1,78,46.0,0,1,1,11,10.0
1,91,0.0,2,1,1,5,4.0
1,98,69.0,2,2,1,11,10.0
2,10,42.0,0,1,1,7,6.0
2,55,26.0,1,1,2,2,1.0
2,56,28.0,2,2,1,14,13.0
3,17,33.0,1,2,1,12,11.0
3,20,15.0,2,1,1,9,8.0
3,21,55.0,2,2,1,18,17.0
3,30,48.0,0,2,1,13,12.0
3,48,66.0,0,1,1,14,13.0
3,55,0.0,0,2,1,17,16.0
3,66,16.0,1,1,1,8,7.0
3,82,50.0,1,2,1,10,9.0
4,2,2.0,1,2,1,11,10.0
4,7,76.0,0,2,1,2,1.0
4,14,31.0,1,1,2,7,11.0
4,19,42.0,0,2,1,13,12.0
4,24,33.0,0,1,1,9,8.0
4,25,13.0,1,0,1,13,12.0
4,29,45.0,2,2,1,19,18.0
4,37,7.0,2,2,1,2,1.0
4,49,62.0,1,2,1,16,15.0
4,56,12.0,2,0,1,15,14.0
4,73,29.0,2,2,1,2,1.0
4,83,69.0,2,1,1,9,8.0
4,94,0.0,1,1,2,2,1.0
4,96,78.0,0,1,1,2,1.0
5,88,40.0,0,0,1,2,1.0
5,99,4.0,2,2,1,2,1.0
6,0,61.0,0,1,1,8,7.0
6,2,71.0,1,1,1,9,8.0
6,15,14.0,2,0,1,7,6.0
6,37,45.0,2,0,1,20,19.0
6,38,0.0,1,1,1,2,1.0
6,40,28.0,0,0,1,9,8.0
