src,dst,spec,core_src,core_dst,#core,used_slot,tfk_slot
0,8,39.0,1,0,1,2,1.0
0,9,0.0,1,1,1,13,12.0
0,10,34.0,0,0,1,17,16.0
0,17,70.0,0,0,1,2,1.0
0,28,41.0,1,0,1,16,15.0
0,39,32.0,0,1,2,2,2.0
0,41,2.0,2,0,1,7,6.0
0,42,51.0,0,0,1,10,9.0
0,47,74.0,0,1,2,6,10.0
0,49,12.0,0,0,1,2,1.0
0,55,21.0,2,0,1,16,15.0
0,59,15.0,0,1,1,17,16.0
0,64,65.0,2,2,1,5,4.0
0,66,60.0,1,1,1,12,11.0
0,80,15.0,1,2,1,9,8.0
0,83,37.0,2,2,1,19,18.0
1,8,0.0,2,2,1,7,6.0
1,13,46.0,1,1,1,8,7.0
1,19,75.0,1,1,2,5,8.0
1,34,18.0,2,1,1,2,1.0
1,52,38.0,0,0,1,2,1.0
1,65,54.0,1,2,1,2,1.0
1,78,27.0,0,2,1,11,10.0
1,91,43.0,1,1,2,3,4.0
1,98,57.0,1,0,1,11,10.0
2,55,76.0,0,2,1,2,1.0
2,56,47.0,1,0,2,8,13.0
3,17,26.0,1,2,1,12,11.0
3,20,27.0,0,1,1,9,8.0
3,21,49.0,2,2,1,18,17.0
3,30,0.0,1,1,2,7,12.0
3,55,17.0,0,1,2,9,16.0
3,59,11.0,2,2,1,27,26.0
3,66,38.0,0,0,2,5,7.0
3,82,7.0,1,1,1,10,9.0
4,2,67.0,0,2,1,11,10.0
4,7,20.0,1,1,1,2,1.0
4,24,53.0,1,0,1,9,8.0
4,25,0.0,2,2,1,13,12.0
4,29,0.0,1,2,1,19,18.0
4,37,40.0,1,1,2,2,1.0
4,49,13.0,2,2,1,16,15.0
4,56,55.0,2,1,1,15,14.0
4,83,32.0,1,1,2,5,8.0
4,94,30.0,2,2,1,2,1.0
4,96,78.0,0,2,1,2,1.0
5,88,70.0,0,1,1,2,1.0
5,99,74.0,0,1,1,2,1.0
6,2,40.0,0,0,1,9,8.0
6,15,0.0,1,0,1,7,6.0
6,24,76.0,1,0,1,2,1.0
6,37,6.0,0,0,1,20,19.0
6,38,78.0,2,0,1,2,1.0
6,40,32.0,1,0,1,9,8.0
6,41,74.0,2,0,1,4,3.0
6,45,13.0,1,0,1,2,1.0
6,47,18.0,2,1,1,24,23.0
6,52,41.0,1,0,1,16,15.0
6,60,65.0,0,2,1,15,14.0
6,62,55.0,0,0,1,10,9.0
6,68,0.0,0,0,1,5,4.0
6,78,26.0,0,1,1,14,13.0
7,50,68.0,2,2,1,12,11.0
7,54,21.0,2,0,1,16,15.0
7,64,7.0,2,1,1,2,1.0
7,71,78.0,0,2,1,2,1.0
7,72,14.0,0,0,1,13,12.0
7,73,28.0,0,1,1,4,3.0
7,75,63.0,0,1,1,15,14.0
7,77,0.0,0,1,1,14,13.0
7,83,40.0,0,1,1,4,3.0
7,84,49.0,0,2,1,13,12.0
7,91,32.0,0,2,1,8,7.0
7,94,38.0,1,1,2,13,23.0
8,17,39.0,1,2,1,8,7.0
9,16,34.0,1,0,1,6,5.0
9,26,0.0,0,0,1,24,23.0
9,27,35.0,0,2,1,21,20.0
9,71,62.0,2,0,1,18,17.0
9,72,40.0,1,1,1,15,14.0
9,80,24.0,1,0,1,10,9.0
9,87,57.0,1,1,1,12,11.0
9,91,53.0,2,0,1,9,8.0
10,1,0.0,1,0,1,20,19.0
10,3,64.0,0,1,1,3,2.0
10,19,20.0,1,1,1,5,4.0
10,20,67.0,0,1,1,3,2.0
10,26,76.0,1,0,1,2,1.0
10,32,45.0,2,0,1,15,14.0
10,33,78.0,1,0,1,2,1.0
10,39,40.0,1,0,1,2,1.0
10,46,0.0,0,1,1,7,6.0
10,58,25.0,1,0,1,10,9.0
10,60,15.0,2,1,1,8,7.0
10,61,63.0,2,0,1,14,13.0
10,62,70.0,0,0,1,9,8.0
10,79,28.0,0,1,1,6,5.0
10,82,62.0,1,2,1,12,11.0
10,84,51.0,0,0,1,13,12.0
10,92,74.0,1,0,1,2,1.0
11,7,57.0,0,1,1,7,6.0
11,25,67.0,0,1,1,2,1.0
11,39,0.0,1,1,2,3,3.0
12,2,66.0,0,0,1,10,9.0
12,3,58.0,2,1,1,3,2.0
12,8,0.0,0,1,1,15,14.0
12,15,78.0,0,1,1,2,1.0
12,17,76.0,0,0,1,2,1.0
12,20,78.0,2,1,1,2,1.0
12,38,61.0,2,0,1,17,16.0
12,39,64.0,0,0,1,2,1.0
12,45,16.0,0,0,1,22,21.0
12,52,11.0,2,0,1,8,7.0
12,67,38.0,0,0,1,25,24.0
12,70,30.0,1,0,1,2,1.0
12,90,40.0,2,0,1,18,17.0
12,92,10.0,1,1,1,13,12.0
12,95,19.0,2,0,1,21,20.0
12,97,0.0,2,0,1,10,9.0
13,27,40.0,1,1,1,6,5.0
13,55,5.0,1,0,1,5,4.0
13,57,59.0,1,1,1,3,2.0
13,67,77.0,0,0,1,3,2.0
13,70,54.0,2,1,1,9,8.0
13,80,33.0,2,2,1,20,19.0
13,85,62.0,0,1,1,13,12.0
13,90,23.0,1,0,1,16,15.0
13,95,0.0,2,0,1,17,16.0
14,5,65.0,1,1,2,7,12.0
14,17,76.0,2,2,1,2,1.0
14,18,78.0,0,1,2,2,1.0
14,24,23.0,0,0,1,7,6.0
14,62,14.0,2,2,1,27,26.0
14,77,55.0,0,0,1,23,22.0
14,92,53.0,0,0,1,2,1.0
14,93,46.0,1,1,1,13,12.0
14,99,3.0,1,1,2,7,12.0
15,9,28.0,1,0,1,7,6.0
15,14,73.0,2,2,1,2,1.0
15,18,74.0,0,2,1,2,1.0
15,26,9.0,1,2,1,8,7.0
15,30,21.0,2,1,1,23,22.0
15,61,21.0,0,1,2,7,12.0
15,80,78.0,0,2,1,2,1.0
15,86,55.0,1,1,1,9,8.0
16,82,76.0,0,2,1,2,1.0
16,89,43.0,0,0,1,16,15.0
17,98,45.0,0,0,1,12,11.0
18,3,61.0,2,1,1,2,1.0
18,11,67.0,0,2,1,5,4.0
