src,dst,spec,core_src,core_dst,#core,used_slot,tfk_slot
0,8,59.0,1,0,1,2,1.0
0,10,4.0,1,0,1,17,16.0
0,13,36.0,0,1,1,13,12.0
0,17,74.0,1,0,2,2,1.0
0,28,26.0,2,0,1,16,15.0
0,39,59.0,2,2,1,3,2.0
0,41,0.0,1,0,2,4,6.0
0,42,33.0,1,0,1,10,9.0
0,47,13.0,0,0,1,11,10.0
0,49,34.0,0,0,1,2,1.0
0,55,64.0,1,0,2,9,15.0
0,59,42.0,2,1,1,17,16.0
0,64,24.0,0,0,1,5,4.0
0,66,21.0,1,1,1,12,11.0
0,80,16.0,2,0,1,9,8.0
0,83,49.0,0,1,1,19,18.0
1,8,59.0,0,2,1,7,6.0
1,13,0.0,1,0,1,8,7.0
1,19,25.0,1,1,1,9,8.0
1,52,66.0,2,2,1,2,1.0
1,65,16.0,0,2,1,2,1.0
1,78,74.0,1,0,2,6,10.0
1,91,71.0,1,1,2,3,4.0
1,98,11.0,2,0,1,11,10.0
2,55,74.0,1,1,2,2,1.0
2,56,28.0,0,2,1,14,13.0
3,17,13.0,1,2,1,12,11.0
3,20,0.0,2,0,1,9,8.0
3,21,70.0,1,1,2,10,17.0
3,30,40.0,2,2,1,13,12.0
3,48,66.0,0,0,1,14,13.0
3,55,53.0,2,2,1,17,16.0
3,59,0.0,0,2,1,27,26.0
3,66,0.0,1,0,1,8,7.0
3,82,25.0,1,1,1,10,9.0
4,2,28.0,1,1,2,6,10.0
4,7,38.0,2,1,1,2,1.0
4,14,58.0,1,1,2,7,11.0
4,19,42.0,1,1,1,13,12.0
4,24,66.0,1,2,1,9,8.0
4,25,42.0,2,0,1,13,12.0
4,29,29.0,0,2,1,19,18.0
4,37,0.0,1,1,2,2,1.0
4,49,12.0,1,2,1,16,15.0
4,56,5.0,0,2,1,15,14.0
4,73,78.0,0,0,1,2,1.0
4,83,71.0,2,2,1,9,8.0
4,94,2.0,0,2,1,2,1.0
4,96,0.0,0,2,1,2,1.0
5,88,76.0,1,2,1,2,1.0
5,99,32.0,2,1,1,2,1.0
6,0,70.0,0,0,1,8,7.0
6,2,56.0,2,0,1,9,8.0
6,15,17.0,0,2,1,7,6.0
6,37,28.0,0,1,1,20,19.0
6,40,34.0,1,1,1,9,8.0
6,47,30.0,2,1,1,24,23.0
6,52,53.0,1,0,1,16,15.0
6,60,65.0,2,1,1,15,14.0
6,62,43.0,1,0,1,10,9.0
6,68,69.0,1,0,1,5,4.0
7,50,0.0,1,1,1,12,11.0
7,64,50.0,0,0,1,2,1.0
7,71,53.0,2,2,1,2,1.0
7,72,24.0,0,0,1,13,12.0
7,73,16.0,0,1,1,4,3.0
7,75,23.0,1,1,1,15,14.0
7,77,54.0,1,1,1,14,13.0
7,83,68.0,1,1,1,4,3.0
7,84,16.0,1,1,2,7,12.0
7,91,37.0,0,2,1,8,7.0
7,94,40.0,1,1,2,13,23.0
8,17,66.0,2,2,1,8,7.0
9,8,23.0,1,0,1,13,12.0
9,25,46.0,2,2,1,9,8.0
9,26,11.0,0,0,1,24,23.0
9,27,59.0,0,1,1,21,20.0
9,51,63.0,1,1,1,11,10.0
9,71,15.0,2,0,1,18,17.0
9,72,37.0,0,0,1,15,14.0
9,80,66.0,2,0,1,10,9.0
9,87,33.0,2,2,1,12,11.0
9,91,57.0,2,0,1,9,8.0
10,1,18.0,2,0,1,20,19.0
10,3,40.0,1,0,1,3,2.0
10,19,8.0,1,0,1,5,4.0
10,20,77.0,0,1,1,3,2.0
10,32,39.0,2,0,1,15,14.0
10,46,47.0,1,1,1,7,6.0
10,58,70.0,2,2,1,10,9.0
10,60,0.0,1,2,1,8,7.0
10,61,66.0,1,1,1,14,13.0
10,62,21.0,0,0,1,9,8.0
10,79,34.0,1,1,1,6,5.0
10,82,62.0,0,0,1,12,11.0
10,84,30.0,0,0,1,13,12.0
11,7,23.0,2,2,1,7,6.0
11,25,78.0,0,1,1,2,1.0
11,39,54.0,1,1,2,3,3.0
12,2,70.0,2,0,1,10,9.0
12,3,42.0,0,1,1,3,2.0
12,8,44.0,1,2,1,15,14.0
12,15,17.0,0,0,1,2,1.0
12,17,51.0,0,0,1,2,1.0
12,31,0.0,0,0,1,9,8.0
12,39,47.0,0,0,1,2,1.0
12,45,2.0,1,1,1,22,21.0
12,52,34.0,1,0,1,8,7.0
12,67,18.0,2,0,1,25,24.0
12,70,49.0,0,0,1,2,1.0
12,90,0.0,2,0,1,18,17.0
12,92,61.0,1,1,1,13,12.0
12,95,49.0,2,0,1,21,20.0
