Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
7656,7656,7656,0,7656,7656,7656,0,7656,7656,7656,0,7656,
7466,7466,7466,0,7466,7466,7466,0,7466,7466,7466,0,7466,
7397,7397,7397,0,7397,7397,7397,0,7397,7397,7397,0,7397,
7750,7750,7750,0,7750,7750,7750,0,7750,7750,7750,0,7750,
7628,7628,7628,0,7628,7628,7628,0,7628,7628,7628,0,7628,
7115,7115,7115,0,7115,7115,7115,0,7115,7115,7115,0,7115,
7577,7577,7577,0,7577,7577,7577,0,7577,7577,7577,0,7577,
7502,7502,7502,0,7502,7502,7502,0,7502,7502,7502,0,7502,
7386,7386,7386,0,7386,7386,7386,0,7386,7386,7386,0,7386,
7978,7978,7978,0,7978,7978,7978,0,7978,7978,7978,0,7978,
7521,7521,7521,0,7521,7521,7521,0,7521,7521,7521,0,7521,
7572,7572,7572,0,7572,7572,7572,0,7572,7572,7572,0,7572,
7000,7000,7000,0,7000,7000,7000,0,7000,7000,7000,0,7000,
8145,8145,8145,0,8145,8145,8145,0,8145,8145,8145,0,8145,
7738,7738,7738,0,7738,7738,7738,0,7738,7738,7738,0,7738,
7061,7061,7061,0,7061,7061,7061,0,7061,7061,7061,0,7061,
7451,7451,7451,0,7440,7439,7446,0,7451,7451,7451,0,7451,
7230,7230,7230,0,7230,7230,7230,0,7230,7230,7230,0,7230,
7336,7336,7336,0,7336,7336,7336,0,7336,7336,7336,0,7336,
7115,7115,7115,0,7115,7115,7115,0,7115,7115,7115,0,7115,
