src,dst,spec,core_src,core_dst,used_slot,tfk_slot
0,8,31,1,1,2,1.0
0,9,65,2,2,13,12.0
0,10,12,1,1,17,16.0
0,13,52,1,2,13,12.0
0,17,10,1,0,2,1.0
0,28,27,0,2,16,15.0
0,39,5,2,2,3,2.0
0,41,43,0,1,7,6.0
0,42,51,0,0,10,9.0
0,47,8,2,2,11,10.0
0,49,29,1,1,2,1.0
0,53,26,2,2,18,17.0
0,55,33,1,0,16,15.0
0,59,48,2,1,17,16.0
0,64,22,0,0,5,4.0
0,66,0,0,2,12,11.0
0,80,12,0,1,9,8.0
0,83,61,0,0,19,18.0
1,8,65,0,2,7,6.0
1,13,72,0,1,8,7.0
1,19,20,2,0,9,8.0
1,34,0,1,0,2,1.0
1,52,32,1,2,2,1.0
1,65,14,2,1,2,1.0
1,78,52,2,0,11,10.0
1,91,0,0,0,5,4.0
1,98,5,0,0,11,10.0
2,10,69,2,0,7,6.0
2,55,0,1,1,2,1.0
2,56,0,0,1,14,13.0
3,17,68,1,1,12,11.0
3,20,31,0,2,9,8.0
3,21,13,0,1,18,17.0
3,30,67,0,1,13,12.0
3,48,43,1,1,14,13.0
3,55,14,1,1,17,16.0
3,59,40,0,0,27,26.0
3,66,62,2,2,8,7.0
3,82,51,2,0,10,9.0
4,2,37,2,1,11,10.0
4,7,32,2,1,2,1.0
4,14,34,1,1,12,11.0
4,19,0,0,0,13,12.0
4,24,0,2,0,9,8.0
4,29,52,2,2,19,18.0
4,37,14,1,1,2,1.0
4,49,9,2,1,16,15.0
4,56,19,1,2,15,14.0
4,73,50,2,1,2,1.0
4,83,71,2,2,9,8.0
4,94,34,0,1,2,1.0
4,96,16,1,0,2,1.0
5,88,43,2,1,2,1.0
5,99,26,1,1,2,1.0
6,0,2,1,1,8,7.0
6,2,48,0,1,9,8.0
6,15,73,2,1,7,6.0
6,24,61,1,1,2,1.0
6,34,0,1,2,2,1.0
6,37,53,2,2,20,19.0
6,38,10,1,2,2,1.0
6,41,15,1,1,4,3.0
6,45,13,1,1,2,1.0
6,47,23,0,1,24,23.0
6,50,18,2,2,8,7.0
6,52,20,1,1,16,15.0
6,60,7,0,0,15,14.0
6,62,36,1,2,10,9.0
6,68,34,2,2,5,4.0
6,78,39,2,2,14,13.0
7,50,67,1,1,12,11.0
7,54,16,1,0,16,15.0
7,64,59,1,1,2,1.0
7,71,14,1,2,2,1.0
7,72,67,2,1,13,12.0
7,73,0,0,2,4,3.0
7,75,0,2,0,15,14.0
7,77,21,2,0,14,13.0
7,83,62,2,2,4,3.0
7,84,36,1,0,13,12.0
7,91,51,1,0,8,7.0
7,94,41,0,0,24,23.0
8,17,72,0,2,8,7.0
9,3,46,0,2,2,1.0
9,8,33,0,1,13,12.0
9,16,59,2,2,6,5.0
9,20,52,2,0,5,4.0
9,25,12,2,2,9,8.0
9,26,23,1,2,24,23.0
9,27,48,0,1,21,20.0
9,44,30,0,2,3,2.0
9,51,69,0,1,11,10.0
9,52,78,2,1,2,1.0
9,71,21,2,1,18,17.0
9,72,15,0,1,15,14.0
9,75,0,2,2,2,1.0
9,78,57,2,2,2,1.0
9,80,2,2,1,10,9.0
9,87,68,1,1,12,11.0
9,91,4,1,1,9,8.0
10,1,34,0,1,20,19.0
10,3,65,2,1,3,2.0
10,19,19,0,2,5,4.0
10,20,3,0,0,3,2.0
10,26,78,1,1,2,1.0
10,32,54,0,1,15,14.0
10,33,42,2,2,2,1.0
10,34,2,1,1,2,1.0
10,39,0,0,0,2,1.0
10,46,35,2,0,7,6.0
10,58,68,2,2,10,9.0
10,60,18,2,2,8,7.0
10,62,26,2,2,9,8.0
10,79,4,1,0,6,5.0
10,82,35,1,0,12,11.0
10,92,78,2,1,2,1.0
11,7,7,0,1,7,6.0
11,25,78,2,2,2,1.0
11,39,9,1,0,4,3.0
12,2,24,1,2,10,9.0
12,3,77,2,2,3,2.0
12,8,47,1,0,15,14.0
12,15,2,2,1,2,1.0
12,17,22,1,0,2,1.0
12,20,37,2,0,2,1.0
12,38,60,2,1,17,16.0
12,39,18,1,1,2,1.0
12,45,58,0,0,22,21.0
12,52,19,2,2,8,7.0
12,67,33,0,0,25,24.0
12,70,20,1,2,2,1.0
12,90,62,1,0,18,17.0
12,92,5,1,1,13,12.0
12,95,39,2,1,21,20.0
12,96,5,2,1,2,1.0
12,97,27,2,1,10,9.0
13,5,43,0,1,18,17.0
13,8,29,1,1,2,1.0
13,10,6,1,0,11,10.0
13,25,78,2,1,2,1.0
13,26,8,2,1,2,1.0
13,27,72,2,0,6,5.0
13,51,9,0,0,3,2.0
13,55,0,1,2,5,4.0
13,57,5,2,1,3,2.0
13,67,2,2,2,3,2.0
13,70,0,0,2,9,8.0
13,80,50,1,2,20,19.0
13,85,23,2,1,13,12.0
13,90,31,1,1,16,15.0
13,95,63,0,2,17,16.0
14,5,67,0,2,13,12.0
14,17,33,0,2,2,1.0
14,18,26,2,1,2,1.0
14,24,4,0,1,7,6.0
14,62,5,1,1,27,26.0
14,77,57,2,0,23,22.0
14,92,69,1,2,2,1.0
14,93,54,0,2,13,12.0
14,99,50,1,1,13,12.0
15,9,15,2,1,7,6.0
15,14,22,2,2,2,1.0
15,18,0,2,1,2,1.0
15,26,10,0,1,8,7.0
15,30,44,1,1,23,22.0
15,50,16,1,1,2,1.0
15,61,18,1,1,13,12.0
15,80,0,1,1,2,1.0
15,86,40,2,2,9,8.0
16,82,20,2,2,2,1.0
16,89,24,2,0,16,15.0
17,98,16,2,1,12,11.0
18,3,74,1,2,2,1.0
18,11,14,1,0,5,4.0
18,13,28,2,0,15,14.0
18,17,45,2,2,8,7.0
18,37,78,2,2,2,1.0
18,78,6,2,0,7,6.0
18,81,19,1,1,2,1.0
18,84,29,1,1,10,9.0
19,10,29,0,0,3,2.0
19,15,73,0,2,7,6.0
19,43,57,1,2,23,22.0
19,44,37,1,1,16,15.0
