beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,817.0,232710.0,817.0,0.0,0.0,0.0,723.0,204600.0,723.0
1e-05,817.0,234230.0,819.3423,0.0,0.0,0.0,717.0,203660.0,719.0366
2e-05,817.0,233530.0,821.6706,0.0,0.0,0.0,726.0,205030.0,730.1006
4e-05,817.0,234460.0,826.3784,0.0,0.0,0.0,723.0,206230.0,731.2492
8e-05,817.0,233370.0,835.6696,0.0,0.0,0.0,714.0,201030.0,730.0824
0.0001,817.0,234290.0,840.429,0.0,0.0,0.0,709.0,201820.0,729.182
0.0002,817.0,235860.0,864.172,0.0,0.0,0.0,718.0,206370.0,759.274
0.0004,817.0,235400.0,911.16,0.0,0.0,0.0,722.0,207110.0,804.844
0.0008,816.0,236810.0,1005.448,0.0,0.0,0.0,724.0,206430.0,889.144
0.001,815.0,237000.0,1052.0,0.0,0.0,0.0,715.0,205730.0,920.73
0.002,815.0,237640.0,1290.28,0.0,0.0,0.0,716.0,206710.0,1129.42
0.004,813.0,238610.0,1767.44,0.0,0.0,0.0,712.0,206890.0,1539.56
0.008,808.0,239440.0,2723.52,0.0,0.0,0.0,703.0,204690.0,2340.52
0.01,809.0,239290.0,3201.9,0.0,0.0,0.0,708.0,206490.0,2772.9
0.02,780.0,241090.0,5601.8,0.0,0.0,0.0,586.0,217920.0,4944.4
0.04,715.0,243410.0,10451.4,0.0,0.0,0.0,586.0,217920.0,9302.8
0.08,706.0,243860.0,20214.8,0.0,0.0,0.0,586.0,217920.0,18019.6
0.1,696.0,244030.0,25099.0,0.0,0.0,0.0,586.0,217920.0,22378.0
0.2,693.0,244260.0,49545.0,0.0,0.0,0.0,586.0,217920.0,44170.0
0.4,683.0,244440.0,98459.0,0.0,0.0,0.0,586.0,217920.0,87754.0
1.0,693.0,244360.0,245053.0,0.0,0.0,0.0,586.0,217920.0,218506.0
10.0,683.0,244440.0,2445083.0,0.0,0.0,0.0,586.0,217920.0,2179786.0
