beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,878.0,241470.0,878.0,0.0,0.0,0.0,763.0,206700.0,763.0
1e-05,878.0,241910.0,880.4191,0.0,0.0,0.0,756.0,206580.0,758.0658
2e-05,878.0,242110.0,882.8422,0.0,0.0,0.0,763.0,207980.0,767.1596
4e-05,878.0,242280.0,887.6912,0.0,0.0,0.0,757.0,207810.0,765.3124
8e-05,878.0,242390.0,897.3912,0.0,0.0,0.0,762.0,208560.0,778.6848
0.0001,878.0,241720.0,902.172,0.0,0.0,0.0,764.0,208580.0,784.858
0.0002,878.0,242040.0,926.408,0.0,0.0,0.0,752.0,203770.0,792.754
0.0004,878.0,242730.0,975.092,0.0,0.0,0.0,760.0,208490.0,843.396
0.0008,878.0,242550.0,1072.04,0.0,0.0,0.0,767.0,209380.0,934.504
0.001,878.0,243430.0,1121.43,0.0,0.0,0.0,757.0,205320.0,962.32
0.002,877.0,244350.0,1365.7,0.0,0.0,0.0,757.0,208460.0,1173.92
0.004,876.0,245460.0,1857.84,0.0,0.0,0.0,756.0,210770.0,1599.08
0.008,867.0,246880.0,2842.04,0.0,0.0,0.0,599.0,227270.0,2417.16
0.01,869.0,246610.0,3335.1,0.0,0.0,0.0,599.0,227270.0,2871.7
0.02,827.0,249080.0,5808.6,0.0,0.0,0.0,599.0,227270.0,5144.4
0.04,735.0,252530.0,10836.2,0.0,0.0,0.0,599.0,227270.0,9689.8
0.08,720.0,253210.0,20976.8,0.0,0.0,0.0,599.0,227270.0,18780.6
0.1,697.0,253510.0,26048.0,0.0,0.0,0.0,599.0,227270.0,23326.0
0.2,695.0,253770.0,51449.0,0.0,0.0,0.0,599.0,227270.0,46053.0
0.4,694.0,253830.0,102226.0,0.0,0.0,0.0,599.0,227270.0,91507.0
1.0,684.0,254030.0,254714.0,0.0,0.0,0.0,599.0,227270.0,227869.0
10.0,689.0,253890.0,2539589.0,0.0,0.0,0.0,599.0,227270.0,2273299.0
