id,arch4_connections_lb,arch4_connections_ub,arch4_throughput_lb,arch4_throughput_ub,arch1_connections,arch1_throughput,arch2_connections_lb,arch2_connections_ub,arch2_throughput_lb,arch2_throughput_ub,arch5_connections_lb,arch5_connections_ub,arch5_throughput_lb,arch5_throughput_ub,total_cnk
0,0.0,618.0,0.0,228425.0,146.0,143225.0,656.0,1194.0,143600.0,261650.0,607.0,1215.0,125750.0,256225.0,1812.0
1,0.0,559.0,0.0,236075.0,145.0,142700.0,988.0,1296.0,161350.0,256950.0,644.0,1288.0,127050.0,255450.0,1906.0
2,457.0,576.0,149550.0,233850.0,145.0,143500.0,887.0,1287.0,146850.0,259050.0,641.0,1282.0,126775.0,259200.0,1848.0
3,0.0,577.0,0.0,234750.0,147.0,144100.0,667.0,1246.0,142300.0,261625.0,626.0,1253.0,129900.0,253750.0,1836.0
0,526.0,575.0,186925.0,232525.0,146.0,143225.0,1106.0,1217.0,224125.0,262575.0,609.0,1219.0,133925.0,262275.0,1812.0
1,519.0,562.0,194600.0,234900.0,145.0,142700.0,1177.0,1284.0,223600.0,262800.0,645.0,1291.0,138425.0,262000.0,1906.0
3,535.0,578.0,193325.0,233725.0,147.0,144100.0,1146.0,1254.0,218400.0,263000.0,629.0,1259.0,127125.0,261825.0,1836.0
4,514.0,560.0,193100.0,235900.0,148.0,144125.0,1189.0,1301.0,221150.0,262550.0,651.0,1302.0,130400.0,261975.0,1954.0
5,546.0,592.0,190500.0,232700.0,148.0,143325.0,1209.0,1319.0,220000.0,262900.0,659.0,1319.0,128350.0,262150.0,2047.0
7,548.0,593.0,188925.0,231525.0,146.0,143900.0,1137.0,1241.0,223025.0,264125.0,622.0,1245.0,128425.0,263175.0,1843.0
8,572.0,619.0,186925.0,229725.0,145.0,140800.0,1214.0,1328.0,217775.0,261175.0,664.0,1329.0,132525.0,260350.0,2072.0
10,526.0,572.0,191275.0,234075.0,148.0,143600.0,1191.0,1300.0,217850.0,263475.0,650.0,1301.0,130375.0,262325.0,1926.0
11,555.0,594.0,195100.0,232100.0,147.0,142025.0,1172.0,1279.0,221250.0,262700.0,639.0,1279.0,126625.0,262425.0,1951.0
12,536.0,579.0,193875.0,234075.0,148.0,146200.0,1193.0,1300.0,224900.0,263300.0,651.0,1303.0,130200.0,262500.0,1968.0
13,546.0,590.0,194500.0,233100.0,147.0,145600.0,1234.0,1349.0,217675.0,261575.0,677.0,1355.0,126650.0,261100.0,2073.0
14,542.0,583.0,193625.0,233825.0,150.0,144675.0,1220.0,1330.0,221500.0,263100.0,666.0,1332.0,128675.0,262075.0,2041.0
15,491.0,534.0,198050.0,237050.0,148.0,143600.0,1121.0,1224.0,221750.0,263050.0,609.0,1218.0,130575.0,263075.0,1748.0
16,523.0,569.0,191850.0,234250.0,148.0,144800.0,1181.0,1294.0,220475.0,261275.0,647.0,1294.0,131600.0,260825.0,1903.0
18,534.0,583.0,189625.0,233025.0,148.0,143125.0,1146.0,1253.0,222000.0,263200.0,626.0,1252.0,131550.0,262475.0,1899.0
19,534.0,577.0,195775.0,235075.0,148.0,147400.0,1228.0,1344.0,222850.0,261950.0,672.0,1344.0,133575.0,260325.0,2084.0
