#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,2597.0,932092.0,93211797.0,0.0,0.0,0.0,2959.0,892666.0,89269559.0
2.0,4953.0,1746030.0,174607953.0,0.0,0.0,0.0,5226.0,1663374.0,166342626.0
4.0,10379.0,2953102.0,295320579.0,0.0,0.0,0.0,9963.0,2757269.0,275736863.0
6.0,12088.0,3287230.0,328735088.0,0.0,0.0,0.0,11338.0,3113678.0,311379138.0
8.0,17032.0,4009918.0,401008832.0,0.0,0.0,0.0,15733.0,3793943.0,379410033.0
10.0,17057.0,4013322.0,401349257.0,0.0,0.0,0.0,15791.0,3775287.0,377544491.0
12.0,17057.0,4013322.0,401349257.0,0.0,0.0,0.0,15791.0,3775287.0,377544491.0
14.0,17072.0,4016128.0,401629872.0,0.0,0.0,0.0,15988.0,3809595.0,380975488.0
16.0,19338.0,4345191.0,434538438.0,0.0,0.0,0.0,19240.0,4153857.0,415404940.0
18.0,19338.0,4345191.0,434538438.0,0.0,0.0,0.0,19240.0,4153857.0,415404940.0
20.0,19345.0,4345992.0,434618545.0,0.0,0.0,0.0,19064.0,4114788.0,411497864.0
