#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,2422.0,876306.0,87633022.0,0.0,0.0,0.0,2548.0,842042.0,84206748.0
2.0,4338.0,1559793.0,155983638.0,0.0,0.0,0.0,4229.0,1462996.0,146303829.0
4.0,7802.0,2427300.0,242737802.0,0.0,0.0,0.0,6904.0,2268052.0,226812104.0
6.0,8900.0,2685513.0,268560200.0,0.0,0.0,0.0,8270.0,2521845.0,252192770.0
8.0,11654.0,3163002.0,316311854.0,0.0,0.0,0.0,10511.0,2931111.0,293121611.0
10.0,11658.0,3165396.0,316551258.0,0.0,0.0,0.0,10455.0,2924513.0,292461755.0
12.0,11658.0,3165396.0,316551258.0,0.0,0.0,0.0,10455.0,2924513.0,292461755.0
14.0,11673.0,3166894.0,316701073.0,0.0,0.0,0.0,10466.0,2924411.0,292451566.0
16.0,13215.0,3426683.0,342681515.0,0.0,0.0,0.0,12850.0,3187590.0,318771850.0
18.0,13215.0,3426683.0,342681515.0,0.0,0.0,0.0,12850.0,3187590.0,318771850.0
20.0,13221.0,3427197.0,342732921.0,0.0,0.0,0.0,12968.0,3202040.0,320216968.0
