beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.08,0.1
631,613
255981.0,256366.0
21109.48,26249.6
586,0,563,0
242780.0,0,241564.0,0
20008.4,0,24719.4,0
550,550
228478.0,228478.0
18828.24,23397.8
