src,dst,spec,core_src,core_dst,#core,used_slot,tfk_slot
0,22,6.0,1,2,1,5,4.0
0,28,0.0,0,1,1,2,1.0
0,50,0.0,0,0,1,5,4.0
0,59,0.0,1,1,1,17,16.0
0,65,0.0,0,1,1,2,1.0
0,72,0.0,0,1,1,9,8.0
0,92,0.0,1,0,1,9,8.0
0,93,19.0,2,2,1,17,16.0
1,3,0.0,0,0,1,17,16.0
1,6,46.0,0,0,3,4,8.0
1,15,0.0,0,0,1,2,1.0
1,17,17.0,0,0,3,7,16.0
1,30,27.0,1,2,1,17,16.0
1,34,50.0,1,1,2,9,16.0
1,72,44.0,0,2,1,2,1.0
1,82,0.0,1,0,1,2,1.0
1,85,0.0,1,0,1,5,4.0
1,91,29.0,2,2,1,17,16.0
2,1,0.0,0,0,1,2,1.0
2,12,35.0,2,2,1,9,8.0
2,13,63.0,2,0,1,17,16.0
2,14,0.0,1,1,1,5,4.0
2,35,0.0,1,0,1,5,4.0
2,37,44.0,2,1,1,9,8.0
2,43,0.0,0,0,1,5,4.0
2,49,9.0,2,2,1,9,8.0
2,58,0.0,1,0,1,9,8.0
2,73,0.0,0,0,1,17,16.0
2,75,0.0,1,1,1,9,8.0
2,77,18.0,2,1,1,17,16.0
2,82,0.0,1,0,1,5,4.0
2,84,0.0,2,0,1,9,8.0
2,90,0.0,0,1,1,2,1.0
2,91,20.0,0,1,2,9,16.0
2,92,0.0,0,0,1,2,1.0
3,1,0.0,0,1,1,17,16.0
3,9,0.0,1,1,1,9,8.0
3,13,0.0,0,0,1,2,1.0
3,21,45.0,2,2,1,17,16.0
3,22,27.0,2,0,1,9,8.0
3,32,26.0,0,2,1,2,1.0
3,33,0.0,1,1,1,2,1.0
3,46,0.0,0,0,1,5,4.0
3,59,0.0,1,0,1,9,8.0
3,64,0.0,0,0,1,2,1.0
3,71,69.0,1,2,1,9,8.0
3,73,11.0,2,2,1,9,8.0
3,99,0.0,0,2,1,2,1.0
4,6,0.0,1,1,1,17,16.0
4,20,0.0,1,1,1,9,8.0
4,21,18.0,1,2,1,5,4.0
4,23,0.0,0,0,1,5,4.0
4,33,56.0,2,1,1,17,16.0
4,40,0.0,0,1,1,2,1.0
4,42,0.0,1,2,1,17,16.0
4,44,0.0,0,0,1,2,1.0
4,52,0.0,0,0,1,17,16.0
4,59,78.0,2,1,1,2,1.0
4,60,0.0,0,1,1,5,4.0
4,62,62.0,1,2,1,9,8.0
4,67,14.0,2,0,1,17,16.0
4,75,0.0,0,0,1,17,16.0
4,81,46.0,1,2,1,17,16.0
4,85,0.0,0,1,1,17,16.0
4,91,12.0,2,0,1,2,1.0
4,93,39.0,2,0,1,17,16.0
4,96,78.0,0,2,1,2,1.0
5,28,44.0,0,2,1,17,16.0
5,36,53.0,2,0,1,9,8.0
5,47,9.0,2,0,1,5,4.0
5,48,0.0,0,1,1,9,8.0
5,50,28.0,0,2,1,17,16.0
5,68,63.0,2,1,1,17,16.0
5,85,0.0,0,1,1,2,1.0
6,12,0.0,2,2,1,17,16.0
6,60,2.0,0,2,1,41,40.0
6,95,0.0,0,0,1,9,8.0
7,5,0.0,0,0,1,17,16.0
7,23,0.0,0,0,1,17,16.0
7,27,0.0,0,1,1,2,1.0
7,29,0.0,1,1,1,9,8.0
7,31,36.0,1,2,1,9,8.0
7,39,0.0,1,0,1,9,8.0
7,51,35.0,2,2,1,9,8.0
7,92,0.0,2,1,1,17,16.0
8,26,0.0,0,2,1,9,8.0
8,44,0.0,0,0,1,9,8.0
9,2,54.0,1,0,2,9,16.0
9,15,45.0,1,1,2,9,16.0
9,18,0.0,0,1,1,2,1.0
9,29,0.0,0,0,2,2,1.0
9,33,18.0,2,2,1,2,1.0
9,35,16.0,0,0,3,2,1.0
9,51,9.0,1,2,1,9,8.0
9,52,36.0,0,2,1,2,1.0
9,73,0.0,0,1,1,17,16.0
10,1,0.0,1,1,1,5,4.0
10,3,0.0,0,0,1,2,1.0
10,15,54.0,2,1,1,17,16.0
10,18,0.0,0,0,1,9,8.0
10,20,0.0,0,2,1,2,1.0
10,29,17.0,2,1,1,2,1.0
10,43,0.0,0,0,1,9,8.0
10,46,31.0,2,0,1,5,4.0
10,75,0.0,1,1,1,2,1.0
10,76,0.0,0,0,1,5,4.0
10,91,0.0,2,2,1,17,16.0
11,0,0.0,0,0,1,2,1.0
11,4,2.0,2,2,1,9,8.0
11,14,0.0,0,0,1,2,1.0
11,15,0.0,1,0,1,41,40.0
11,31,11.0,2,0,1,17,16.0
11,67,0.0,1,0,1,17,16.0
11,68,29.0,2,0,1,17,16.0
11,80,44.0,0,2,1,5,4.0
11,81,63.0,2,2,1,17,16.0
11,85,0.0,1,0,1,17,16.0
12,10,0.0,0,0,1,5,4.0
12,34,0.0,0,0,1,9,8.0
12,40,0.0,1,0,1,9,8.0
12,51,0.0,1,0,1,2,1.0
12,57,0.0,1,1,1,5,4.0
12,58,0.0,0,1,1,5,4.0
12,61,44.0,2,1,1,17,16.0
12,64,26.0,0,2,1,9,8.0
12,65,0.0,0,0,1,2,1.0
12,74,61.0,2,0,1,2,1.0
12,76,0.0,1,0,1,5,4.0
12,81,0.0,0,1,1,2,1.0
12,88,0.0,1,1,1,5,4.0
12,90,0.0,0,0,1,9,8.0
12,97,0.0,1,0,1,5,4.0
13,11,0.0,2,0,1,2,1.0
13,17,2.0,2,1,1,17,16.0
13,24,38.0,2,1,1,2,1.0
13,26,0.0,0,0,1,2,1.0
13,46,41.0,0,2,1,5,4.0
13,54,0.0,0,1,1,5,4.0
13,60,21.0,2,1,1,17,16.0
13,76,9.0,1,2,1,17,16.0
13,81,0.0,0,0,1,17,16.0
13,82,0.0,1,0,1,9,8.0
13,91,46.0,1,2,1,17,16.0
13,99,0.0,1,0,1,17,16.0
14,2,5.0,2,1,1,17,16.0
14,12,63.0,1,2,1,17,16.0
14,28,0.0,0,1,1,17,16.0
14,41,0.0,0,1,1,2,1.0
14,54,44.0,0,2,1,17,16.0
14,70,0.0,1,1,1,2,1.0
14,78,0.0,1,1,1,2,1.0
14,86,0.0,1,1,1,2,1.0
15,12,0.0,1,1,1,17,16.0
15,21,0.0,0,1,1,2,1.0
15,50,63.0,2,0,1,17,16.0
15,71,0.0,0,0,1,2,1.0
15,78,0.0,0,0,1,5,4.0
15,93,0.0,0,1,1,2,1.0
16,0,0.0,1,0,1,2,1.0
16,7,0.0,1,1,1,5,4.0
16,9,63.0,2,2,1,17,16.0
16,33,9.0,2,2,1,9,8.0
16,36,0.0,1,1,1,2,1.0
16,37,0.0,0,1,1,17,16.0
16,62,0.0,0,0,1,9,8.0
16,65,0.0,0,0,1,17,16.0
16,74,41.0,1,2,1,17,16.0
16,88,0.0,1,0,1,9,8.0
17,48,0.0,0,1,1,2,1.0
17,67,0.0,0,1,1,2,1.0
18,0,0.0,0,0,1,17,16.0
18,11,0.0,0,0,1,17,16.0
18,14,69.0,2,0,1,2,1.0
18,22,0.0,0,0,1,9,8.0
18,43,0.0,2,0,1,9,8.0
18,51,0.0,1,0,1,5,4.0
18,57,18.0,2,1,1,5,4.0
18,58,0.0,0,0,1,9,8.0
18,61,0.0,1,0,1,5,4.0
18,64,71.0,1,2,1,9,8.0
18,66,31.0,1,2,1,9,8.0
18,74,0.0,1,0,1,2,1.0
18,76,0.0,1,0,1,9,8.0
18,85,52.0,2,0,1,17,16.0
18,97,9.0,2,0,1,9,8.0
18,99,35.0,2,1,1,17,16.0
19,3,36.0,1,2,1,9,8.0
19,7,0.0,0,0,1,9,8.0
19,17,0.0,0,1,1,17,16.0
19,25,28.0,2,1,1,17,16.0
19,41,0.0,0,1,1,9,8.0
19,45,0.0,1,0,1,9,8.0
19,51,0.0,1,0,1,9,8.0
19,62,0.0,0,0,1,2,1.0
19,67,0.0,2,2,1,5,4.0
19,75,0.0,1,0,1,17,16.0
19,76,0.0,0,1,1,17,16.0
19,78,0.0,1,0,1,9,8.0
19,84,0.0,0,0,1,2,1.0
19,91,0.0,0,0,1,2,1.0
20,0,0.0,0,1,1,9,8.0
20,8,61.0,2,2,1,17,16.0
20,34,56.0,2,1,1,5,4.0
20,44,0.0,0,0,1,5,4.0
20,67,59.0,0,2,1,2,1.0
21,1,0.0,1,0,1,5,4.0
21,2,0.0,0,0,1,2,1.0
21,6,23.0,2,2,1,17,16.0
21,29,63.0,1,2,1,17,16.0
21,34,62.0,2,0,1,9,8.0
21,44,0.0,2,1,1,9,8.0
21,51,0.0,0,0,1,2,1.0
21,56,27.0,0,2,1,9,8.0
21,58,62.0,1,2,1,9,8.0
21,83,0.0,0,0,1,5,4.0
21,85,0.0,0,1,1,2,1.0
21,95,0.0,0,1,1,2,1.0
21,98,0.0,0,0,1,9,8.0
22,74,0.0,1,1,1,9,8.0
22,80,18.0,2,1,1,9,8.0
23,2,0.0,0,0,1,2,1.0
23,8,48.0,0,0,3,7,16.0
23,25,0.0,1,1,1,9,8.0
23,27,19.0,2,2,1,17,16.0
23,41,66.0,2,1,1,9,8.0
23,43,55.0,2,1,1,9,8.0
23,51,2.0,2,0,1,17,16.0
23,69,37.0,1,1,2,9,16.0
23,93,0.0,1,0,1,9,8.0
24,27,0.0,0,1,1,9,8.0
25,10,61.0,2,1,1,2,1.0
25,23,64.0,0,2,1,2,1.0
25,24,0.0,1,0,1,2,1.0
25,26,0.0,1,1,1,9,8.0
25,27,45.0,0,2,1,5,4.0
25,41,0.0,0,2,1,17,16.0
25,45,0.0,1,2,1,2,1.0
25,49,0.0,1,0,1,2,1.0
25,51,0.0,1,1,1,2,1.0
25,55,54.0,0,2,1,17,16.0
25,75,63.0,2,1,1,17,16.0
25,78,2.0,2,0,1,5,4.0
25,92,75.0,0,2,1,5,4.0
25,98,0.0,2,2,1,2,1.0
26,0,75.0,1,2,1,5,4.0
