src,dst,spec,core_src,core_dst,#core,used_slot,tfk_slot
0,22,41.0,0,2,1,5,4.0
0,28,78.0,0,1,1,2,1.0
0,50,52.0,1,0,1,5,4.0
0,65,2.0,0,1,1,2,1.0
0,72,71.0,2,2,1,9,8.0
0,92,29.0,0,0,1,9,8.0
0,93,61.0,1,1,1,17,16.0
1,3,37.0,0,0,1,17,16.0
1,6,74.0,0,0,3,4,8.0
1,15,2.0,0,2,1,2,1.0
1,17,28.0,0,0,3,7,16.0
1,30,37.0,1,2,1,17,16.0
1,34,19.0,1,1,2,9,16.0
1,72,35.0,0,1,1,2,1.0
1,82,78.0,0,0,3,2,1.0
1,85,62.0,2,1,1,5,4.0
2,1,57.0,0,0,1,2,1.0
2,12,33.0,0,2,1,9,8.0
2,14,45.0,0,1,1,5,4.0
2,35,52.0,0,0,1,5,4.0
2,37,45.0,2,1,1,9,8.0
2,43,75.0,2,0,1,5,4.0
2,49,62.0,2,2,1,9,8.0
2,58,59.0,1,0,1,9,8.0
2,77,16.0,0,1,1,17,16.0
2,82,0.0,2,0,1,5,4.0
2,90,71.0,2,1,1,2,1.0
2,91,26.0,2,2,1,17,16.0
2,92,78.0,0,0,1,2,1.0
3,1,54.0,1,1,1,17,16.0
3,9,64.0,0,0,1,9,8.0
3,13,26.0,2,2,1,2,1.0
3,22,17.0,1,0,1,9,8.0
3,32,35.0,0,0,1,2,1.0
3,33,78.0,1,1,1,2,1.0
3,46,57.0,0,0,1,5,4.0
3,59,26.0,0,0,1,9,8.0
3,64,54.0,0,0,1,2,1.0
3,71,17.0,0,2,1,9,8.0
3,99,62.0,0,0,1,2,1.0
4,6,57.0,1,0,1,17,16.0
4,20,0.0,1,1,1,9,8.0
4,21,4.0,2,0,1,5,4.0
4,23,67.0,0,0,1,5,4.0
4,33,17.0,0,2,1,17,16.0
4,40,75.0,0,1,1,2,1.0
4,42,17.0,1,2,1,17,16.0
4,44,78.0,0,0,1,2,1.0
4,51,35.0,2,2,1,17,16.0
4,59,9.0,2,1,1,2,1.0
4,60,58.0,0,1,1,5,4.0
4,62,67.0,2,2,1,9,8.0
4,67,41.0,0,0,1,17,16.0
4,81,40.0,1,2,1,17,16.0
4,85,0.0,0,1,1,17,16.0
4,91,78.0,2,0,1,2,1.0
4,93,11.0,2,1,1,17,16.0
4,96,39.0,0,1,1,2,1.0
5,28,61.0,0,2,1,17,16.0
5,36,52.0,0,0,1,9,8.0
5,47,65.0,1,0,1,5,4.0
5,48,23.0,0,2,1,9,8.0
5,50,5.0,0,2,1,17,16.0
5,85,78.0,0,1,1,2,1.0
6,60,0.0,0,2,1,41,40.0
6,95,45.0,0,0,1,9,8.0
7,5,32.0,0,0,1,17,16.0
7,27,78.0,1,2,1,2,1.0
7,29,71.0,0,1,1,9,8.0
7,31,0.0,1,1,1,9,8.0
7,39,69.0,1,2,1,9,8.0
7,51,0.0,0,0,1,9,8.0
7,92,43.0,1,0,1,17,16.0
8,2,11.0,2,1,1,41,40.0
8,26,71.0,0,2,1,9,8.0
8,44,5.0,0,1,1,9,8.0
9,2,2.0,0,0,2,9,16.0
9,15,43.0,0,2,1,17,16.0
9,18,76.0,0,1,1,2,1.0
9,29,78.0,1,2,1,2,1.0
9,33,65.0,2,0,1,2,1.0
9,35,74.0,0,0,3,2,1.0
9,51,65.0,1,1,1,9,8.0
9,52,78.0,0,2,1,2,1.0
9,73,20.0,0,0,1,17,16.0
10,1,38.0,1,2,1,5,4.0
10,3,73.0,0,0,1,2,1.0
10,15,31.0,0,0,3,7,16.0
10,18,62.0,0,0,1,9,8.0
10,20,78.0,0,2,1,2,1.0
10,29,12.0,0,2,1,2,1.0
10,43,57.0,1,0,1,9,8.0
