#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,2564.0,931151.0,93117664.0,0.0,0.0,0.0,3053.0,890050.0,89008053.0
2.0,4927.0,1747401.0,174745027.0,0.0,0.0,0.0,5239.0,1660877.0,166092939.0
4.0,10406.0,2952412.0,295251606.0,0.0,0.0,0.0,10001.0,2768269.0,276836901.0
6.0,12090.0,3292225.0,329234590.0,0.0,0.0,0.0,11339.0,3125093.0,312520639.0
8.0,16941.0,4014805.0,401497441.0,0.0,0.0,0.0,15704.0,3782632.0,378278904.0
10.0,16966.0,4018115.0,401828466.0,0.0,0.0,0.0,15959.0,3825091.0,382525059.0
12.0,16966.0,4018115.0,401828466.0,0.0,0.0,0.0,15959.0,3825091.0,382525059.0
14.0,16994.0,4021943.0,402211294.0,0.0,0.0,0.0,15742.0,3789873.0,379003042.0
16.0,19297.0,4346934.0,434712697.0,0.0,0.0,0.0,19222.0,4177000.0,417719222.0
18.0,19297.0,4346934.0,434712697.0,0.0,0.0,0.0,19222.0,4177000.0,417719222.0
20.0,19302.0,4348032.0,434822502.0,0.0,0.0,0.0,19038.0,4136472.0,413666238.0
