beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,221.0,187000.0,221.0,221.0,187000.0,221.0
0.005,170.0,223250.0,1286.25,170.0,223250.0,1286.25
0.01,163.0,225250.0,2415.5,163.0,225250.0,2415.5
0.015,153.0,226500.0,3550.5,150.0,224250.0,3513.75
0.02,137.0,228750.0,4712.0,135.0,228250.0,4700.0
0.025,128.0,229500.0,5865.5,126.0,229000.0,5851.0
0.03,122.0,232750.0,7104.5,121.0,232250.0,7088.5
0.035,122.0,231250.0,8215.75,118.0,228750.0,8124.25
0.04,124.0,232250.0,9414.0,124.0,232250.0,9414.0
0.045,126.0,232000.0,10566.0,124.0,231500.0,10541.5
0.05,122.0,231250.0,11684.5,120.0,229250.0,11582.5
0.055,113.0,231250.0,12831.75,113.0,231250.0,12831.75
0.06,121.0,231250.0,13996.0,119.0,230750.0,13964.0
0.065,120.0,232250.0,15216.25,118.0,231750.0,15181.75
0.07,122.0,231250.0,16309.5,119.0,229000.0,16149.0
0.075,117.0,233250.0,17610.75,114.0,232250.0,17532.75
0.08,128.0,231750.0,18668.0,128.0,231750.0,18668.0
0.085,132.0,229250.0,19618.25,132.0,229250.0,19618.25
0.09,128.0,230000.0,20828.0,126.0,229500.0,20781.0
0.095,123.0,229750.0,21949.25,118.0,228500.0,21825.5
0.1,116.0,232500.0,23366.0,115.0,232000.0,23315.0
0.15,119.0,231000.0,34769.0,116.0,230250.0,34653.5
0.2,127.0,231750.0,46477.0,125.0,231250.0,46375.0
0.25,112.0,232750.0,58299.5,111.0,232500.0,58236.0
0.3,131.0,229750.0,69056.0,130.0,229500.0,68980.0
0.35,129.0,229500.0,80454.0,127.0,229000.0,80277.0
0.4,117.0,233250.0,93417.0,115.0,232750.0,93215.0
0.45,122.0,230500.0,103847.0,121.0,230250.0,103733.5
0.5,115.0,231000.0,115615.0,112.0,230250.0,115237.0
0.55,112.0,232000.0,127712.0,110.0,231250.0,127297.5
0.6,116.0,232500.0,139616.0,114.0,232000.0,139314.0
0.65,121.0,233000.0,151571.0,119.0,232250.0,151081.5
0.7,126.0,232000.0,162526.0,126.0,232000.0,162526.0
0.75,116.0,233000.0,174866.0,115.0,232750.0,174677.5
0.8,116.0,232500.0,186116.0,113.0,231750.0,185513.0
0.85,120.0,232250.0,197532.5,118.0,231750.0,197105.5
0.9,122.0,231250.0,208247.0,120.0,230750.0,207795.0
0.95,116.0,232500.0,220991.0,112.0,231500.0,220037.0
1.0,126.0,230500.0,230626.0,125.0,230250.0,230375.0
10.0,128.0,231000.0,2310128.0,126.0,230500.0,2305126.0
20.0,117.0,233250.0,4665117.0,116.0,233000.0,4660116.0
30.0,117.0,233250.0,6997617.0,117.0,233250.0,6997617.0
40.0,138.0,229250.0,9170138.0,133.0,227750.0,9110133.0
50.0,116.0,232500.0,11625116.0,112.0,231500.0,11575112.0
60.0,114.0,232000.0,13920114.0,112.0,231500.0,13890112.0
70.0,119.0,231500.0,16205119.0,118.0,231250.0,16187618.0
80.0,126.0,232000.0,18560126.0,125.0,231750.0,18540125.0
90.0,117.0,232500.0,20925117.0,115.0,232000.0,20880115.0
100.0,118.0,232250.0,23225118.0,116.0,231500.0,23150116.0
