arch1_ub,arch1_lb,arch2_ub,arch2_lb,arch4_ub,arch4_lb,arch5_ub,arch5_lb,total_cnk
300.0,300.0,3866.0,3275.0,2812.0,2196.0,3866.0,3850.0,7756.0
300.0,300.0,3916.0,3317.0,2844.0,2217.0,3915.0,3905.0,7997.0
300.0,300.0,3801.0,3310.0,2776.0,2147.0,3803.0,3788.0,7746.0
300.0,300.0,3881.0,3372.0,2821.0,2204.0,3882.0,3872.0,7879.0
300.0,300.0,3874.0,3355.0,2819.0,2205.0,3873.0,3863.0,7997.0
