arch1_ub,arch1_lb,arch2_ub,arch2_lb,arch4_ub,arch4_lb,arch5_ub,arch5_lb,total_cnk
300.0,300.0,3849.0,3359.0,2797.0,2187.0,3849.0,3843.0,7794.0
300.0,300.0,3922.0,3370.0,2858.0,2214.0,3925.0,3918.0,7706.0
299.0,299.0,3903.0,3266.0,2838.0,2230.0,3903.0,3894.0,7865.0
300.0,300.0,3952.0,3378.0,2856.0,2169.0,3952.0,3943.0,7982.0
300.0,300.0,3932.0,3431.0,2849.0,2223.0,3930.0,3920.0,8096.0
