arch1_ub,arch1_lb,arch2_ub,arch2_lb,arch4_ub,arch4_lb,arch5_ub,arch5_lb,total_cnk
300.0,300.0,3870.0,3194.0,2811.0,2191.0,3871.0,3861.0,7877.0
300.0,300.0,4021.0,3318.0,2888.0,2227.0,4023.0,4011.0,8453.0
300.0,300.0,3840.0,3249.0,2794.0,2170.0,3840.0,3833.0,7637.0
300.0,300.0,3949.0,3380.0,2856.0,2229.0,3952.0,3938.0,8061.0
300.0,300.0,3776.0,3206.0,2780.0,2191.0,3776.0,3768.0,7627.0
