Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
0,0,29375,0,0,0,17060,0,0,0,29612,0,32742,
0,0,27724,0,0,0,16491,0,0,0,27917,0,30797,
0,0,27415,0,0,0,16544,0,0,0,27606,0,30021,
0,0,27824,0,0,0,16487,0,0,0,28069,0,30931,
0,0,28529,0,0,0,16870,0,0,0,28773,0,31715,
0,0,28127,0,0,0,16773,0,0,0,28369,0,31051,
0,0,27361,0,0,0,16387,0,0,0,27582,0,30137,
0,0,26636,0,0,0,16246,0,0,0,26823,0,28948,
0,0,28184,0,0,0,16612,0,0,0,28378,0,31214,
0,0,26326,0,0,0,16070,0,0,0,26536,0,28733,
0,0,27784,0,0,0,16666,0,0,0,28014,0,30546,
0,0,28071,0,0,0,16703,0,0,0,28317,0,30998,
0,0,28153,0,0,0,16733,0,0,0,28407,0,31119,
0,0,28944,0,0,0,16963,0,0,0,29175,0,32332,
0,0,28552,0,0,0,16698,0,0,0,28771,0,31682,
0,0,28901,0,0,0,16959,0,0,0,29103,0,32002,
0,0,29479,0,0,0,17003,0,0,0,29734,0,33346,
0,0,28348,0,0,0,16692,0,0,0,28577,0,31500,
0,0,28106,0,0,0,16677,0,0,0,28298,0,31110,
0,0,28983,0,0,0,16866,0,0,0,29188,0,32300,
