Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
0,0,17440,0,0,0,13929,0,0,0,17520,0,29913,
0,0,17860,0,0,0,14162,0,0,0,17941,0,31187,
0,0,18413,0,0,0,14553,0,0,0,18491,0,32655,
0,0,18801,0,0,0,14744,0,0,0,18875,0,33225,
0,0,18183,0,0,0,14356,0,0,0,18268,0,32127,
0,0,17498,0,0,0,13986,0,0,0,17570,0,30342,
0,0,17178,0,0,0,13824,0,0,0,17264,0,29266,
0,0,17770,0,0,0,14131,0,0,0,17858,0,31019,
0,0,17983,0,0,0,14260,0,0,0,18063,0,31376,
0,0,18064,0,0,0,14281,0,0,0,18148,0,31490,
0,0,17706,0,0,0,14072,0,0,0,17784,0,30638,
0,0,17876,0,0,0,14192,0,0,0,17965,0,30937,
0,0,18143,0,0,0,14411,0,0,0,18221,0,31701,
0,0,17669,0,0,0,14029,0,0,0,17753,0,30784,
0,0,19331,0,0,0,15074,0,0,0,19398,0,35079,
0,0,18478,0,0,0,14473,0,0,0,18555,0,32388,
0,0,18325,0,0,0,14442,0,0,0,18393,0,32198,
0,0,17332,0,0,0,13860,0,0,0,17411,0,29394,
0,0,18338,0,0,0,14504,0,0,0,18406,0,32097,
0,0,17952,0,0,0,14308,0,0,0,18031,0,31151,
