Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
0,0,23354,0,0,0,14552,0,0,0,23542,0,32575,
0,0,22674,0,0,0,14227,0,0,0,22819,0,30446,
0,0,22802,0,0,0,14333,0,0,0,22995,0,30614,
0,0,23495,0,0,0,14600,0,0,0,23628,0,32376,
0,0,22765,0,0,0,14210,0,0,0,22893,0,30977,
0,0,23418,0,0,0,14585,0,0,0,23563,0,31832,
0,0,22972,0,0,0,14383,0,0,0,23147,0,30990,
0,0,23761,0,0,0,14705,0,0,0,23926,0,32960,
0,0,23122,0,0,0,14467,0,0,0,23262,0,31579,
0,0,22083,0,0,0,13973,0,0,0,22237,0,29077,
0,0,22758,0,0,0,14315,0,0,0,22928,0,30606,
0,0,22646,0,0,0,14206,0,0,0,22817,0,30449,
0,0,22304,0,0,0,14099,0,0,0,22468,0,29886,
0,0,23265,0,0,0,14507,0,0,0,23394,0,31903,
0,0,23361,0,0,0,14569,0,0,0,23516,0,31919,
0,0,23411,0,0,0,14547,0,0,0,23545,0,32115,
0,0,20861,0,0,0,13466,0,0,0,20993,0,26670,
0,0,23450,0,0,0,14634,0,0,0,23592,0,32320,
0,0,22132,0,0,0,14027,0,0,0,22249,0,29881,
0,0,22900,0,0,0,14449,0,0,0,23064,0,30761,
