Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
30561,30561,30503,30462,14923,15189,18047,30561,30561,30561,30534,30525,30561,
31367,31354,31263,31242,15088,14966,17811,31367,31367,31366,31322,31301,31367,
31102,31089,31056,30990,14994,14903,17865,31102,31102,31100,31091,31063,31102,
30598,30596,30559,30481,14895,14853,17787,30598,30598,30598,30590,30558,30598,
32867,32842,32780,32693,15387,15089,18318,32867,32867,32865,32815,32773,32867,
30862,30862,30836,30782,14988,15155,17989,30862,30862,30862,30857,30821,30862,
30229,30212,30181,30082,15016,15341,17916,30229,30229,30224,30226,30139,30229,
32541,32516,32453,32376,15202,15462,18314,32541,32541,32537,32501,32455,32541,
32290,32262,32184,32101,14937,14838,17963,32290,32290,32289,32226,32189,32290,
32384,32365,32297,32241,15083,14976,17939,32384,32384,32378,32347,32305,32384,
30938,30931,30903,30826,15094,15252,18048,30938,30938,30938,30934,30895,30938,
31107,31101,31002,30986,14873,14902,17792,31107,31107,31107,31058,31054,31107,
30944,30934,30898,30833,15132,14893,17897,30944,30944,30942,30935,30896,30944,
31660,31649,31593,31540,14953,14909,17959,31660,31660,31660,31631,31603,31660,
32562,32518,32425,32314,15012,14901,18046,32562,32562,32550,32513,32413,32562,
29129,29129,29088,29055,14814,14837,17641,29129,29129,29129,29108,29103,29129,
31053,31040,31002,30953,14957,14905,17838,31053,31053,31052,31030,31007,31053,
31358,31321,31260,31220,15134,14878,17857,31358,31358,31343,31320,31287,31358,
31197,31182,31129,31071,14855,14926,17916,31197,31197,31197,31175,31130,31197,
31682,31655,31616,31572,15167,14879,17664,31682,31682,31680,31662,31632,31682,
