Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
30311,30713,30492,30225,13413,13413,17900,31106,30311,30842,30626,30384,31106,
30885,31094,30793,30653,13461,13461,17850,31349,30885,31203,30943,30792,31349,
29777,30378,30167,29984,13413,13413,17674,30738,29777,30522,30294,30128,30738,
29171,29362,29146,28994,13428,13428,17581,29528,29171,29433,29264,29104,29528,
27865,27991,27891,27736,13369,13369,17255,28201,27865,28089,27989,27816,28201,
30771,31220,30999,30816,13392,13392,17859,31612,30771,31371,31142,30955,31612,
30406,30657,30457,30251,13574,13574,17921,30924,30406,30779,30583,30386,30924,
31352,31733,31450,31298,13532,13532,17955,32109,31352,31868,31599,31447,32109,
29419,30052,29867,29608,13206,13206,17704,30397,29419,30168,29980,29731,30397,
30708,31245,31009,30752,13689,13689,18318,31619,30708,31382,31154,30902,31619,
29185,29467,29222,29066,13352,13352,17491,29710,29185,29571,29354,29203,29710,
28444,28425,28255,28083,13441,13441,17529,28651,28444,28519,28373,28205,28651,
31729,32866,32625,32428,13309,13309,18229,33493,31729,33061,32778,32572,33493,
30867,31475,31186,31044,13278,13278,17948,31901,30867,31618,31367,31193,31901,
30291,30883,30637,30523,13495,13495,17881,31323,30291,31037,30800,30664,31323,
32439,33687,33274,33119,13337,13337,18240,34281,32439,33845,33474,33326,34281,
30615,31599,31328,31145,13541,13541,18156,32063,30615,31750,31466,31306,32063,
30756,31262,30947,30785,13537,13537,17849,31613,30756,31360,31120,30933,31613,
30300,31174,30938,30689,13490,13490,17880,31561,30300,31284,31089,30812,31561,
30100,30082,29857,29717,13473,13473,17595,30267,30100,30190,29960,29857,30267,
