Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
31863,32012,31722,31584,13289,13289,17909,32227,31863,32095,31855,31714,32227,
31994,31821,31632,31559,13612,13612,18007,31994,31994,31938,31758,31655,31994,
31974,31978,31786,31572,13407,13407,18080,32236,31974,32098,31931,31711,32236,
30486,30573,30423,30303,13500,13500,17888,30745,30486,30666,30512,30417,30745,
29656,29542,29435,29273,13462,13462,17546,29656,29656,29615,29519,29374,29656,
30627,30500,30364,30250,13556,13556,17816,30627,30627,30577,30447,30348,30627,
32786,32698,32484,32322,13142,13142,18078,33030,32786,32861,32613,32469,33030,
30932,30823,30640,30505,13366,13366,17736,30988,30932,30913,30760,30642,30988,
30080,30067,29958,29814,13431,13431,17599,30196,30080,30142,30042,29915,30196,
30263,30170,30026,29906,13564,13564,17748,30334,30263,30273,30125,30015,30334,
30352,30320,30182,30050,13287,13287,17685,30470,30352,30418,30271,30161,30470,
29552,29490,29363,29189,13299,13299,17480,29552,29552,29531,29466,29304,29552,
30837,30814,30648,30460,13339,13339,17875,30957,30837,30886,30751,30592,30957,
30427,30373,30251,30066,13467,13467,17760,30512,30427,30461,30342,30175,30512,
31935,31983,31784,31636,13211,13211,17839,32290,31935,32137,31945,31773,32290,
30619,30634,30534,30332,13669,13669,17988,30843,30619,30759,30621,30442,30843,
29876,29998,29925,29766,13484,13484,17737,30162,29876,30080,29994,29863,30162,
33097,33302,33084,32937,13269,13269,18310,33700,33097,33466,33241,33063,33700,
30609,30506,30338,30237,13463,13463,17656,30609,30609,30573,30448,30341,30609,
30130,30107,29971,29849,13510,13510,17839,30244,30130,30189,30051,29944,30244,
