Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
17365,27073,26346,26218,9569,9772,16619,30868,17365,27302,26577,26394,30868,
17230,26619,25976,25810,9525,9766,16428,30312,17234,26817,26158,25965,30312,
16983,28259,27447,27276,9286,9560,16935,32862,16985,28471,27651,27453,32862,
17312,28194,27453,27419,9434,9722,17008,32532,17314,28453,27678,27596,32532,
17409,27047,26342,26220,9485,9722,16524,30802,17411,27245,26540,26404,30802,
17537,27759,27077,26891,9508,9661,16779,31849,17540,27977,27299,27075,31849,
17631,27948,27291,27075,9507,9684,16913,32121,17633,28173,27506,27235,32121,
17428,27588,26888,26702,9548,9768,16790,31602,17434,27801,27085,26859,31602,
17134,27574,26879,26655,9363,9523,16791,31743,17140,27792,27074,26820,31743,
17881,27859,27150,27037,9535,9671,16952,31774,17881,28100,27367,27239,31774,
17065,26091,25488,25314,9612,9870,16217,29537,17070,26347,25705,25460,29537,
17228,26792,26143,25971,9597,9774,16567,30539,17231,27003,26377,26138,30539,
17303,26472,25810,25719,9549,9719,16357,30099,17307,26717,26034,25890,30099,
17103,27275,26603,26376,9462,9632,16681,31134,17103,27464,26793,26561,31134,
17325,26762,26075,25994,9548,9741,16463,30526,17332,26993,26297,26140,30526,
17315,28363,27564,27282,9510,9783,16954,32862,17318,28545,27779,27464,32862,
17432,25628,25076,25007,9665,9927,16192,28749,17435,25832,25265,25139,28749,
17362,28382,27535,27426,9404,9556,17045,33016,17367,28588,27807,27598,33016,
17425,27248,26575,26560,9585,9678,16732,31060,17430,27498,26763,26711,31060,
17449,27406,26802,26672,9518,9661,16783,31482,17452,27623,27015,26845,31482,
