Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
30216,30193,30086,30028,13441,13441,17647,30216,30216,30216,30144,30106,30216,
29181,29155,29132,29052,13584,13584,17687,29181,29181,29176,29153,29092,29181,
31261,31214,31132,30955,13086,13086,17637,31295,31261,31259,31221,31061,31295,
31941,31868,31715,31615,13147,13147,17837,31941,31941,31912,31815,31711,31941,
31046,30970,30850,30754,13458,13458,17796,31046,31046,31034,30928,30848,31046,
30286,30221,30148,30089,13488,13488,17637,30286,30286,30273,30199,30148,30286,
32399,32330,32228,32134,13603,13603,18184,32399,32399,32369,32304,32208,32399,
33299,33259,33101,33008,13448,13448,18257,33386,33299,33323,33222,33101,33386,
31450,31397,31309,31202,13340,13340,18030,31450,31450,31437,31382,31282,31450,
31009,31038,30919,30818,13364,13364,17789,31093,31009,31069,30983,30902,31093,
32000,31903,31814,31675,13319,13319,17862,32000,32000,31968,31898,31787,32000,
31153,31165,31063,30950,13743,13743,18188,31198,31153,31183,31130,31041,31198,
32400,32335,32206,32083,13382,13382,18006,32474,32400,32431,32317,32209,32474,
30936,30872,30780,30655,13465,13465,17935,30936,30936,30928,30850,30738,30936,
30430,30375,30334,30214,13478,13478,17873,30430,30430,30415,30390,30282,30430,
31371,31314,31239,31159,13552,13552,17789,31371,31371,31358,31322,31224,31371,
29999,29984,29913,29856,13290,13290,17510,30003,29999,29994,29954,29914,30003,
31898,31789,31719,31597,13393,13393,17843,31898,31898,31877,31796,31699,31898,
32116,32047,31954,31838,13270,13270,17953,32116,32116,32108,32038,31926,32116,
31371,31334,31279,31133,13388,13388,17907,31425,31371,31400,31324,31220,31425,
