Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
29176,30611,30315,30207,13434,13434,17879,31257,29176,30794,30500,30352,31257,
28665,30779,30489,30255,13129,13129,17736,31524,28665,30957,30663,30417,31524,
29725,31012,30667,30578,13274,13274,17799,31657,29725,31188,30864,30729,31657,
29144,30932,30517,30382,13311,13311,17884,31633,29144,31093,30725,30570,31633,
30846,32482,32113,32033,13587,13587,18440,33208,30846,32663,32310,32183,33208,
28999,30491,30176,30062,13357,13357,17834,31106,28999,30679,30351,30217,31106,
29139,30991,30738,30508,13666,13666,18024,31660,29139,31162,30883,30673,31660,
28204,30183,29878,29716,13303,13303,17637,30892,28204,30360,30074,29853,30892,
27494,29001,28744,28550,13424,13424,17485,29541,27494,29133,28915,28664,29541,
28791,30172,29839,29635,13430,13430,17760,30704,28791,30310,30006,29778,30704,
29247,31395,31065,30851,13342,13342,18045,32182,29247,31580,31241,31004,32182,
29543,31362,31041,30853,13461,13461,18155,32080,29543,31528,31202,31021,32080,
29430,31608,31224,31137,13349,13349,17975,32367,29430,31781,31425,31265,32367,
27958,29054,28791,28638,13537,13537,17748,29472,27958,29175,28940,28763,29472,
28195,29827,29535,29367,13347,13347,17533,30418,28195,29995,29691,29535,30418,
29628,31395,31077,30884,13411,13411,18080,32111,29628,31580,31243,31049,32111,
28273,29455,29206,29023,13352,13352,17673,29986,28273,29608,29362,29169,29986,
28579,30165,29915,29711,13465,13465,17783,30775,28579,30319,30052,29854,30775,
27869,29467,29188,29021,13291,13291,17590,30015,27869,29587,29342,29149,30015,
29446,31147,30761,30644,13480,13480,17992,31788,29446,31303,30920,30811,31788,
