Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
27313,30616,30261,30109,10981,11268,16852,31698,27314,30834,30447,30309,31698,
26188,28866,28573,28353,11095,11392,16363,29644,26188,29026,28737,28494,29644,
26466,28624,28338,28182,11117,11354,16343,29295,26466,28770,28493,28294,29295,
26917,29783,29391,29240,10951,11195,16510,30717,26917,29965,29582,29410,30717,
27898,31302,30868,30804,11073,11320,16924,32504,27899,31535,31081,31011,32504,
27535,31131,30766,30509,11076,11283,17019,32199,27535,31325,30954,30713,32199,
26882,29616,29286,29156,11063,11326,16619,30481,26883,29795,29474,29309,30481,
26491,29808,29481,29306,11071,11369,16631,30784,26491,29997,29648,29475,30784,
26026,28022,27774,27496,11127,11339,16169,28694,26026,28195,27925,27650,28694,
27468,29793,29460,29313,11076,11287,16615,30576,27470,29938,29656,29467,30576,
27326,30114,29782,29613,11103,11305,16705,31028,27326,30309,29944,29787,31028,
27242,29783,29441,29296,11133,11384,16549,30625,27242,29957,29619,29456,30625,
26756,31174,30780,30632,11106,11299,16908,32428,26756,31396,31007,30831,32428,
26980,29568,29201,29102,11042,11268,16584,30424,26980,29743,29399,29252,30424,
26726,29812,29456,29276,11018,11282,16679,30721,26726,29970,29638,29436,30721,
26778,29059,28745,28556,11049,11288,16400,29817,26778,29219,28909,28708,29817,
26934,30092,29761,29517,11053,11300,16659,31109,26934,30281,29955,29715,31109,
26465,28936,28650,28504,11039,11203,16366,29725,26465,29102,28828,28637,29725,
27837,30242,29935,29765,11073,11358,16911,31068,27837,30417,30103,29913,31068,
27280,31504,31168,31034,10958,11216,17028,32844,27280,31758,31377,31202,32844,
