Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
22905,28677,28302,28136,9596,9862,16580,30505,22905,28906,28509,28301,30505,
22090,27164,26726,26598,9603,9812,16037,28543,22092,27337,26938,26749,28543,
22929,29503,28960,28957,9426,9651,16753,31524,22930,29716,29214,29103,31524,
23307,29043,28597,28479,9598,9710,16578,30781,23307,29234,28795,28650,30781,
23210,29259,28863,28758,9557,9741,16652,31237,23210,29489,29065,28954,31237,
23665,28591,28177,28080,9604,9866,16494,30184,23665,28794,28402,28231,30184,
23648,29605,29020,29062,9539,9758,16768,31550,23648,29821,29256,29234,31550,
23313,29699,29273,29171,9602,9828,16786,31864,23315,29944,29473,29319,31864,
23439,30497,29952,29929,9508,9653,16897,32741,23439,30717,30163,30066,32741,
23149,28584,28198,28024,9616,9869,16499,30329,23150,28801,28367,28202,30329,
23902,30103,29540,29539,9572,9812,16958,32256,23906,30359,29838,29740,32256,
23320,28837,28388,28350,9667,9827,16641,30579,23322,29044,28604,28475,30579,
23312,29186,28722,28726,9475,9629,16628,31147,23315,29412,28950,28901,31147,
24066,30712,30108,30176,9454,9630,17100,33009,24067,30958,30356,30345,33009,
24009,30348,29797,29795,9512,9665,17021,32398,24013,30577,30042,29979,32398,
23188,28449,27948,27855,9583,9779,16523,30098,23189,28626,28174,28035,30098,
23520,30105,29519,29529,9435,9682,16789,32244,23522,30361,29763,29705,32244,
22840,28632,28120,28041,9469,9659,16305,30494,22840,28863,28332,28205,30494,
23137,30529,29978,29931,9301,9424,16969,32838,23141,30754,30195,30112,32838,
23031,27530,27099,27043,9568,9806,16210,28992,23031,27726,27298,27195,28992,
