Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
2850,7304,13658,13419,2113,3387,11945,33778,2850,7304,13688,13427,33778,
2834,7152,12990,12783,2113,3361,11351,31325,2834,7152,13024,12776,31325,
2858,7376,13055,12855,2133,3448,11425,31227,2859,7376,13087,12867,31227,
2876,7149,13174,12948,2121,3484,11520,31851,2876,7149,13215,12954,31851,
2889,7221,13629,13442,2160,3535,11865,33551,2889,7221,13658,13430,33551,
2852,7103,13216,12946,2148,3543,11604,31555,2852,7103,13242,12947,31555,
2869,7257,13365,13114,2130,3497,11717,32477,2869,7257,13394,13130,32477,
2840,7303,12867,12653,2115,3387,11332,30920,2840,7303,12901,12654,30920,
2868,7449,12927,12735,2137,3378,11334,31052,2869,7449,12967,12730,31052,
2828,7274,13055,12764,2112,3369,11427,30956,2828,7274,13085,12772,30956,
2854,7256,12680,12436,2127,3412,11145,29879,2856,7256,12711,12455,29879,
2855,7081,12886,12633,2103,3340,11395,30468,2855,7081,12912,12634,30468,
2848,7172,12614,12493,2128,3555,11063,29895,2848,7172,12641,12510,29895,
2839,7319,13004,12854,2114,3400,11445,31267,2840,7319,13049,12868,31267,
2815,7315,12548,12297,2117,3547,11024,29520,2815,7315,12592,12290,29520,
2865,7329,13593,13261,2115,3365,11906,33809,2865,7329,13623,13280,33809,
2867,7441,12929,12729,2145,3330,11365,30793,2867,7441,12957,12730,30793,
2844,7262,13011,12822,2115,3358,11373,31415,2844,7263,13036,12824,31415,
2836,7183,12690,12488,2114,3462,11140,30054,2837,7184,12717,12498,30054,
2845,7412,13088,12850,2130,3396,11491,31112,2845,7412,13133,12840,31112,
