Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
7467,16905,20370,20489,4877,6121,14494,32832,7467,16918,20446,20537,32832,
7569,16556,20134,20169,4950,6160,14365,32119,7572,16574,20222,20231,32119,
7535,16470,20145,20228,4893,6214,14346,32646,7539,16493,20260,20281,32646,
7571,16571,20430,20529,4907,6264,14488,33492,7575,16589,20529,20596,33492,
7576,16197,19412,19441,4972,6221,13975,30504,7579,16222,19506,19534,30504,
7501,16405,19583,19611,4930,6198,14131,30782,7502,16423,19695,19668,30782,
7715,16610,19971,20011,4995,6280,14369,31656,7720,16630,20076,20070,31656,
7695,16131,19475,19545,5002,6201,14080,30723,7698,16154,19604,19616,30723,
7777,16591,19622,19622,5059,6340,14126,30607,7780,16614,19717,19695,30607,
7695,16633,19963,20016,4982,6261,14302,31617,7696,16658,20061,20084,31617,
7491,16550,19691,19713,4929,6227,14184,30762,7496,16566,19791,19774,30762,
7607,16303,19694,19807,4947,6269,14201,31049,7609,16326,19817,19911,31049,
7556,16589,19959,20044,4963,6191,14292,31724,7563,16616,20055,20103,31724,
7728,16277,19392,19395,5012,6297,14025,30185,7732,16303,19496,19489,30185,
7424,16198,20205,20239,4885,6232,14366,32564,7429,16220,20317,20319,32564,
7629,16456,19558,19617,4956,6284,14060,30636,7630,16477,19643,19681,30636,
7584,16578,19754,19788,4974,6259,14222,30824,7585,16597,19864,19840,30824,
7806,16399,19351,19358,5038,6271,13965,30027,7810,16422,19469,19451,30027,
7577,16594,19939,19987,4943,6307,14311,31618,7579,16612,20053,20043,31618,
7688,16216,19362,19351,4959,6269,13955,30172,7692,16247,19443,19421,30172,
