Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
19722,28693,28121,28096,9536,9706,16875,32083,19727,28953,28333,28233,32083,
19159,27119,26578,26486,9395,9612,16367,29972,19167,27326,26793,26620,29972,
19561,28247,27716,27614,9511,9730,16757,31392,19572,28474,27936,27768,31392,
19333,27967,27389,27326,9502,9783,16757,31055,19336,28207,27620,27486,31055,
18872,28635,28093,28006,9381,9597,16864,32311,18878,28941,28340,28176,32311,
19722,26268,25807,25757,9738,9958,16276,28631,19723,26467,25997,25888,28631,
19309,27791,27209,27101,9540,9704,16486,30974,19315,28031,27418,27281,30974,
19111,26799,26295,26227,9507,9693,16300,29522,19115,27010,26485,26380,29522,
19518,27752,27151,27099,9635,9801,16469,30760,19519,28006,27375,27235,30760,
19935,27485,26961,26928,9696,9828,16582,30188,19941,27705,27156,27067,30188,
18849,26723,26228,26181,9387,9556,16260,29686,18850,26948,26451,26315,29686,
19126,27511,26941,26927,9425,9633,16413,30685,19132,27753,27170,27080,30685,
19514,28796,28134,28100,9578,9746,16911,32145,19517,29019,28359,28274,32145,
19274,27057,26561,26504,9629,9863,16399,29781,19274,27292,26778,26646,29781,
19574,28231,27651,27665,9460,9541,16866,31505,19576,28482,27876,27802,31505,
19521,28210,27649,27533,9434,9576,16681,31482,19525,28451,27863,27699,31482,
19336,27458,26874,26816,9606,9787,16512,30398,19342,27688,27080,26990,30398,
19475,27658,27152,27052,9689,9891,16678,30589,19478,27878,27383,27209,30589,
19354,27200,26660,26602,9563,9812,16485,30050,19354,27425,26879,26758,30050,
19120,27090,26618,26492,9503,9663,16410,30026,19120,27338,26819,26648,30026,
