Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
1418,3836,9133,8784,1418,3836,9133,30188,1418,3836,9133,8784,30188,
1421,3800,9321,8969,1421,3800,9321,31483,1421,3800,9321,8969,31483,
1429,3690,9563,9163,1429,3690,9563,32451,1429,3690,9563,9163,32451,
1417,3736,9439,9019,1417,3736,9439,31909,1417,3736,9439,9019,31909,
1422,3630,9283,8864,1422,3630,9283,30362,1422,3630,9283,8864,30362,
1434,3815,9153,8830,1434,3815,9153,30239,1434,3815,9153,8830,30239,
1424,3812,9125,8774,1424,3812,9125,29656,1424,3812,9125,8774,29656,
1417,3798,9525,9038,1417,3798,9525,31663,1417,3798,9525,9038,31663,
1411,3642,9293,8773,1411,3642,9293,29438,1411,3642,9293,8773,29438,
1411,3871,9403,8980,1411,3871,9403,31436,1411,3871,9403,8980,31436,
1433,3808,9512,9095,1433,3808,9512,32334,1433,3808,9512,9095,32334,
1406,3710,9375,8991,1406,3710,9375,31842,1406,3710,9375,8991,31842,
1411,3821,9353,9022,1411,3821,9353,30891,1411,3821,9353,9022,30891,
1418,3848,9162,8710,1418,3848,9162,29578,1418,3848,9162,8710,29578,
1406,3797,9668,9193,1406,3797,9668,32065,1406,3797,9668,9193,32065,
1413,3527,9377,9054,1413,3527,9377,31576,1413,3527,9377,9054,31576,
1396,3457,9302,8986,1396,3457,9302,31322,1396,3457,9302,8986,31322,
1397,3750,9413,9062,1397,3750,9413,31325,1397,3750,9413,9062,31325,
1411,3840,9005,8698,1411,3840,9005,30041,1411,3840,9005,8698,30041,
1404,3723,9456,9073,1404,3723,9456,31751,1404,3723,9456,9073,31751,
