beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,1260.0,250875.0,1260.0,1103.0,189875.0,1103.0
0.005,1251.0,262075.0,2561.375,1105.0,195675.0,2083.375
0.01,1242.0,264025.0,3882.25,1101.0,194475.0,3045.75
0.015,1229.0,265100.0,5205.5,1099.0,194875.0,4022.125
0.02,1225.0,265600.0,6537.0,1100.0,193675.0,4973.5
0.025,1216.0,265425.0,7851.625,1099.0,196775.0,6018.375
0.03,1215.0,266200.0,9201.0,1102.0,197575.0,7029.25
0.035,1205.0,266250.0,10523.75,1097.0,196275.0,7966.625
0.04,1126.0,268325.0,11859.0,1087.0,198875.0,9042.0
0.045,714.0,279675.0,13299.375,1020.0,222425.0,11029.125
0.05,670.0,280300.0,14685.0,1028.0,222775.0,12166.75
0.055,703.0,279800.0,16092.0,996.0,222500.0,13233.5
0.06,703.0,279725.0,17486.5,1021.0,225325.0,14540.5
0.065,716.0,279550.0,18886.75,1033.0,219075.0,15272.875
0.07,673.0,280300.0,20294.0,1001.0,218875.0,16322.25
0.075,675.0,280500.0,21712.5,989.0,219200.0,17429.0
0.08,681.0,280300.0,23105.0,1015.0,220750.0,18675.0
0.085,689.0,280325.0,24516.625,1010.0,220375.0,19741.875
0.09,663.0,280950.0,25948.5,1002.0,223725.0,21137.25
0.095,663.0,280900.0,27348.5,1028.0,225550.0,22455.25
0.1,674.0,280525.0,28726.5,992.0,222650.0,23257.0
0.15,670.0,280800.0,42790.0,1023.0,222825.0,34446.75
0.2,657.0,281200.0,56897.0,999.0,221000.0,45199.0
0.25,649.0,281425.0,71005.25,987.0,224825.0,57193.25
0.3,658.0,281475.0,85100.5,976.0,223700.0,68086.0
0.35,663.0,281300.0,99118.0,999.0,220675.0,78235.25
0.4,673.0,281050.0,113093.0,1022.0,222225.0,89912.0
0.45,673.0,280950.0,127100.5,1015.0,228050.0,103637.5
0.5,666.0,280950.0,141141.0,1013.0,221925.0,111975.5
0.55,662.0,281100.0,155267.0,1031.0,219475.0,121742.25
0.6,665.0,281100.0,169325.0,997.0,224700.0,135817.0
0.65,652.0,281450.0,183594.5,989.0,222825.0,145825.25
0.7,668.0,281125.0,197455.5,976.0,224075.0,157828.5
0.75,661.0,281250.0,211598.5,1025.0,223075.0,168331.25
0.8,658.0,281400.0,225778.0,1004.0,226425.0,182144.0
0.85,669.0,281000.0,239519.0,992.0,226350.0,193389.5
0.9,662.0,281000.0,253562.0,1009.0,225350.0,203824.0
0.95,659.0,281100.0,267704.0,1007.0,223175.0,213023.25
1.0,660.0,281200.0,281860.0,1012.0,227500.0,228512.0
10.0,665.0,281175.0,2812415.0,1001.0,227975.0,2280751.0
20.0,660.0,281000.0,5620660.0,1007.0,225750.0,4516007.0
30.0,663.0,281325.0,8440413.0,1022.0,223250.0,6698522.0
40.0,669.0,281125.0,11245669.0,1023.0,223250.0,8931023.0
50.0,658.0,281475.0,14074408.0,950.0,230050.0,11503450.0
60.0,656.0,281050.0,16863656.0,1010.0,224125.0,13448510.0
70.0,666.0,280975.0,19668916.0,1026.0,218975.0,15329276.0
80.0,662.0,281050.0,22484662.0,1006.0,223425.0,17875006.0
90.0,657.0,281275.0,25315407.0,1008.0,224775.0,20230758.0
100.0,661.0,281150.0,28115661.0,1011.0,222600.0,22261011.0
