src,dst,spec,core_src,core_dst,used_slot,tfk_slot
2,10,16,2,0,7,6.0
20,56,15,0,1,7,6.0
33,54,53,0,1,7,6.0
36,5,36,1,2,7,6.0
40,68,73,1,1,7,6.0
50,16,73,1,0,7,6.0
51,93,16,1,1,7,6.0
63,67,0,2,2,7,6.0
71,13,16,1,1,7,6.0
77,97,50,1,2,7,6.0
85,38,17,2,2,7,6.0
15,26,0,0,1,8,7.0
20,72,57,2,1,8,7.0
31,11,61,2,2,8,7.0
53,73,32,2,0,8,7.0
60,50,27,2,0,8,7.0
72,0,18,0,2,8,7.0
4,83,22,0,2,9,8.0
32,85,42,1,1,9,8.0
38,90,25,1,0,9,8.0
60,14,30,0,0,9,8.0
98,5,32,1,0,9,8.0
3,82,13,1,1,10,9.0
12,97,3,2,0,10,9.0
28,6,30,1,1,10,9.0
69,45,7,0,2,10,9.0
80,42,39,0,1,10,9.0
86,52,20,2,0,10,9.0
98,42,6,0,0,10,9.0
25,9,10,2,0,11,10.0
51,1,6,2,0,11,10.0
93,78,30,2,0,11,10.0
43,23,788,1,1,12,11.0
60,83,2,1,0,12,11.0
94,98,42,1,2,12,11.0
12,92,3,1,1,13,12.0
21,72,3,0,2,13,12.0
28,75,63,0,0,13,12.0
51,40,51,0,2,13,12.0
59,24,0,0,0,13,12.0
66,56,46,1,0,13,12.0
88,2,0,0,0,13,12.0
90,8,0,1,0,13,12.0
99,49,50,0,0,13,12.0
21,77,66,2,0,14,13.0
79,88,47,0,2,14,13.0
87,11,44,2,1,14,13.0
18,13,65,1,0,15,14.0
76,94,25,1,0,15,14.0
86,10,0,1,1,15,14.0
66,47,50,0,1,16,15.0
64,36,29,0,2,17,16.0
79,55,50,1,1,17,16.0
81,37,0,2,2,17,16.0
56,9,44,2,2,18,17.0
19,65,61,0,0,19,18.0
36,96,786,0,2,19,18.0
92,2,43,2,1,19,18.0
48,74,49,2,2,20,19.0
75,23,17,2,2,21,20.0
70,3,58,0,2,22,21.0
81,87,56,0,0,22,21.0
19,43,9,2,0,23,22.0
89,43,57,2,2,23,22.0
92,65,57,0,1,23,22.0
34,61,27,1,1,24,23.0
29,31,36,0,0,25,24.0
41,86,54,0,0,26,25.0
1,34,0,0,2,2,1.0
4,94,0,1,2,2,1.0
6,38,35,2,0,2,1.0
12,15,27,1,1,2,1.0
12,96,51,0,2,2,1.0
15,50,8,0,0,2,1.0
18,81,54,1,0,2,1.0
31,82,2,1,2,2,1.0
40,90,24,2,2,2,1.0
51,41,0,1,2,2,1.0
58,68,2,1,1,2,1.0
61,88,65,2,1,2,1.0
63,97,9,2,1,2,1.0
66,97,36,2,0,2,1.0
72,37,0,2,0,2,1.0
76,74,4,0,0,2,1.0
78,5,8,2,1,2,1.0
80,89,0,2,1,2,1.0
93,8,65,2,1,2,1.0
96,52,17,1,0,2,1.0
19,10,6,1,0,3,2.0
24,55,20,2,2,3,2.0
45,66,35,0,0,3,2.0
53,92,0,1,1,3,2.0
64,85,0,2,1,3,2.0
69,54,68,1,2,3,2.0
78,54,0,1,1,3,2.0
87,0,5,2,1,3,2.0
99,11,25,2,0,3,2.0
11,39,71,1,2,4,3.0
32,24,26,0,1,4,3.0
53,57,23,2,2,4,3.0
82,75,2,1,1,4,3.0
93,71,29,0,1,4,3.0
6,68,75,0,2,5,4.0
47,28,7,2,2,5,4.0
82,94,24,0,1,5,4.0
88,57,42,2,1,5,4.0
96,51,75,0,0,5,4.0
10,79,80,1,1,6,5.0
21,87,31,1,1,6,5.0
36,70,0,2,1,6,5.0
51,69,0,2,2,6,5.0
77,29,23,2,2,6,5.0
14,24,46,2,0,7,6.0
25,67,44,1,1,7,6.0
34,1,20,1,2,7,6.0
47,36,43,0,1,7,6.0
50,17,35,1,2,7,6.0
60,46,14,1,0,7,6.0
67,33,38,2,0,7,6.0
73,29,6,2,0,7,6.0
92,62,16,0,1,7,6.0
1,13,28,1,1,8,7.0
7,91,14,1,0,8,7.0
18,17,3,2,1,8,7.0
38,39,39,2,0,8,7.0
56,16,36,2,1,8,7.0
70,21,61,2,0,8,7.0
89,15,9,0,2,8,7.0
0,80,4,2,1,9,8.0
3,20,791,1,2,9,8.0
6,2,0,1,2,9,8.0
9,91,7,2,2,9,8.0
31,84,52,2,2,9,8.0
59,39,32,0,1,9,8.0
77,41,791,1,0,9,8.0
86,83,11,2,1,9,8.0
98,17,63,1,0,9,8.0
40,0,63,1,0,10,9.0
56,25,27,1,2,10,9.0
59,47,66,2,1,11,10.0
72,55,31,1,0,11,10.0
95,26,69,0,0,11,10.0
41,3,37,1,2,12,11.0
45,61,65,1,0,12,11.0
64,28,68,0,1,12,11.0
92,38,0,2,1,12,11.0
99,13,0,1,2,12,11.0
4,25,0,0,0,13,12.0
10,84,37,2,1,13,12.0
14,5,43,0,0,13,12.0
23,40,2,2,0,13,12.0
33,79,30,1,0,13,12.0
43,3,22,2,0,13,12.0
56,69,33,0,0,13,12.0
63,19,1,0,0,13,12.0
79,42,13,2,1,13,12.0
98,35,17,0,0,13,12.0
98,44,54,2,2,14,13.0
27,73,48,1,1,15,14.0
76,9,65,2,1,15,14.0
86,27,56,1,2,15,14.0
91,18,37,1,0,15,14.0
4,49,38,2,1,16,15.0
52,57,42,1,0,16,15.0
78,93,0,0,1,16,15.0
13,95,48,0,1,17,16.0
26,71,28,1,2,17,16.0
50,23,41,2,1,17,16.0
54,20,47,0,1,17,16.0
58,45,63,0,2,17,16.0
72,83,0,0,2,17,16.0
81,62,20,1,2,17,16.0
12,90,35,2,0,18,17.0
43,42,21,1,2,18,17.0
94,8,62,0,2,18,17.0
75,33,30,0,2,19,18.0
9,27,59,0,0,21,20.0
32,73,779,1,0,21,20.0
49,90,13,0,1,21,20.0
66,65,59,1,2,21,20.0
70,31,0,0,0,23,22.0
77,89,28,0,2,23,22.0
81,19,55,2,2,25,24.0
22,30,2,0,0,26,25.0
30,43,32,1,0,31,30.0
4,7,54,2,2,2,1.0
10,26,4,0,0,2,1.0
14,92,41,0,2,2,1.0
23,15,7,0,2,2,1.0
27,12,64,1,1,2,1.0
47,5,11,1,2,2,1.0
58,4,12,2,1,2,1.0
63,89,56,2,1,2,1.0
70,29,10,2,1,2,1.0
75,88,0,1,1,2,1.0
78,53,78,1,1,2,1.0
82,66,70,2,2,2,1.0
93,24,11,2,1,2,1.0
36,73,0,1,1,3,2.0
69,29,797,2,0,3,2.0
79,17,15,1,0,3,2.0
7,73,2,1,2,4,3.0
45,14,3,2,1,4,3.0
79,37,9,2,0,4,3.0
87,85,38,1,1,4,3.0
0,64,10,1,1,5,4.0
13,55,23,1,2,5,4.0
32,40,2,1,2,5,4.0
76,38,2,2,0,5,4.0
94,1,4,0,1,5,4.0
13,27,72,2,2,6,5.0
40,57,0,1,1,6,5.0
57,26,8,2,1,6,5.0
66,18,40,1,1,6,5.0
77,15,29,2,1,6,5.0
82,37,44,1,1,6,5.0
94,6,29,1,2,6,5.0
1,8,80,0,1,7,6.0
31,60,23,1,1,7,6.0
48,80,42,2,1,7,6.0
64,19,793,2,0,7,6.0
69,96,19,0,1,7,6.0
88,45,0,2,1,7,6.0
99,62,73,1,1,7,6.0
8,17,30,0,1,8,7.0
12,52,6,0,1,8,7.0
30,71,8,2,1,8,7.0
50,61,56,1,0,8,7.0
82,50,792,0,0,8,7.0
24,90,67,2,0,9,8.0
32,41,11,0,0,9,8.0
43,97,0,0,1,9,8.0
51,38,24,0,2,9,8.0
60,35,3,0,0,9,8.0
91,61,54,0,2,9,8.0
92,67,16,1,2,9,8.0
0,42,26,2,1,10,9.0
10,58,15,1,1,10,9.0
18,84,2,0,2,10,9.0
87,56,46,0,1,10,9.0
0,47,17,0,2,11,10.0
1,98,30,2,0,11,10.0
21,28,19,1,1,11,10.0
25,34,789,2,0,11,10.0
37,31,69,2,2,11,10.0
54,55,20,1,0,11,10.0
58,92,789,0,0,11,10.0
74,78,42,1,0,11,10.0
89,65,32,0,2,11,10.0
98,23,52,1,2,11,10.0
4,14,32,0,2,12,11.0
27,68,18,0,2,12,11.0
41,22,49,1,2,12,11.0
86,72,42,0,1,12,11.0
96,79,0,0,0,12,11.0
15,61,10,0,1,13,12.0
31,16,23,0,1,13,12.0
42,25,51,0,1,13,12.0
51,67,33,1,0,13,12.0
59,68,12,2,1,13,12.0
63,69,36,0,1,13,12.0
68,70,40,0,1,13,12.0
80,8,49,0,2,13,12.0
99,56,7,0,2,13,12.0
3,48,0,2,1,14,13.0
20,74,66,1,0,14,13.0
86,67,51,2,1,14,13.0
98,20,0,2,2,14,13.0
9,72,16,2,2,15,14.0
77,23,17,1,1,15,14.0
6,52,40,1,2,16,15.0
19,44,25,1,1,16,15.0
53,83,42,0,2,16,15.0
22,20,41,0,0,17,16.0
24,44,13,0,0,17,16.0
51,97,17,2,0,17,16.0
88,56,15,0,0,18,17.0
64,77,9,0,0,19,18.0
41,85,28,2,2,20,19.0
93,33,60,1,0,20,19.0
34,5,11,2,0,21,20.0
53,10,2,2,2,21,20.0
12,45,13,2,0,22,21.0
48,39,2,0,0,22,21.0
78,43,35,2,2,22,21.0
90,81,57,1,1,23,22.0
38,18,51,1,2,24,23.0
65,33,6,0,1,24,23.0
75,43,39,2,1,25,24.0
57,28,0,0,0,26,25.0
32,13,20,2,0,28,27.0
65,70,25,1,0,30,29.0
5,99,13,2,2,2,1.0
18,3,14,2,2,2,1.0
37,43,3,0,1,2,1.0
60,8,35,2,1,2,1.0
75,0,15,2,1,2,1.0
82,44,21,2,1,2,1.0
88,12,29,1,1,2,1.0
21,53,75,0,1,3,2.0
69,70,8,2,1,3,2.0
93,89,77,0,1,3,2.0
64,27,47,2,2,4,3.0
98,19,2,0,1,4,3.0
10,19,32,2,2,5,4.0
96,38,52,0,0,5,4.0
27,92,42,1,0,6,5.0
57,21,74,1,1,6,5.0
75,82,6,1,1,6,5.0
6,15,9,1,1,7,6.0
11,7,2,0,2,7,6.0
37,48,37,2,1,7,6.0
57,58,26,0,0,7,6.0
69,22,0,0,2,7,6.0
87,79,2,1,1,7,6.0
93,39,23,2,1,7,6.0
6,0,80,2,0,8,7.0
33,3,45,0,1,8,7.0
66,67,792,2,2,8,7.0
73,36,18,0,1,8,7.0
1,19,38,1,0,9,8.0
6,40,54,0,1,9,8.0
12,31,14,0,1,9,8.0
15,86,30,2,2,9,8.0
40,24,15,2,1,9,8.0
51,32,2,1,0,9,8.0
61,2,71,2,1,9,8.0
82,45,4,0,0,9,8.0
96,15,36,2,0,9,8.0
9,80,31,1,1,10,9.0
34,25,51,1,2,10,9.0
45,33,43,1,1,10,9.0
58,50,2,2,2,10,9.0
72,97,55,2,1,10,9.0
88,77,7,2,1,10,9.0
4,2,44,0,2,11,10.0
24,56,4,2,1,11,10.0
32,94,9,2,1,11,10.0
50,30,50,0,0,11,10.0
78,35,15,1,1,11,10.0
85,84,3,1,1,11,10.0
98,65,41,1,0,11,10.0
3,17,68,0,1,12,11.0
76,44,33,2,0,12,11.0
0,13,36,2,1,13,12.0
20,67,67,2,1,13,12.0
25,61,42,0,0,13,12.0
39,31,13,2,2,13,12.0
47,25,67,0,1,13,12.0
63,59,787,1,0,13,12.0
72,39,26,0,0,13,12.0
75,54,6,0,1,13,12.0
2,56,66,0,2,14,13.0
26,59,786,0,2,14,13.0
50,97,42,1,0,14,13.0
83,89,17,0,0,14,13.0
87,60,12,2,0,14,13.0
4,56,65,1,0,15,14.0
20,1,0,0,2,15,14.0
42,95,27,0,0,15,14.0
53,98,27,0,2,15,14.0
72,58,65,1,1,15,14.0
92,80,62,2,0,15,14.0
7,54,0,0,2,16,15.0
66,41,12,1,2,16,15.0
76,13,56,0,2,16,15.0
23,42,63,0,1,17,16.0
43,14,0,2,2,17,16.0
66,63,11,0,2,17,16.0
73,31,63,1,0,17,16.0
79,84,13,0,0,17,16.0
9,71,62,2,1,18,17.0
70,1,42,2,0,18,17.0
84,26,62,2,1,18,17.0
4,29,13,2,0,19,18.0
53,35,40,2,0,19,18.0
60,68,30,1,2,19,18.0
67,10,46,0,1,19,18.0
32,7,22,1,1,20,19.0
54,69,15,0,1,21,20.0
86,5,21,1,1,22,21.0
99,91,28,0,0,22,21.0
24,61,53,0,1,23,22.0
14,62,3,0,0,27,26.0
78,68,53,0,0,27,26.0
12,70,0,0,2,2,1.0
53,0,27,2,1,2,1.0
77,62,0,2,0,2,1.0
89,32,14,1,1,2,1.0
12,3,23,1,1,3,2.0
53,88,15,1,1,3,2.0
87,82,13,0,0,4,3.0
18,11,75,2,1,5,4.0
99,29,58,1,1,5,4.0
57,81,51,1,1,6,5.0
92,6,23,0,2,6,5.0
10,46,73,0,0,7,6.0
19,15,42,1,1,7,6.0
47,7,44,2,1,7,6.0
26,27,33,0,1,8,7.0
48,63,48,1,2,8,7.0
64,93,2,1,2,8,7.0
4,24,2,1,1,9,8.0
13,70,12,2,1,9,8.0
38,3,49,2,2,9,8.0
58,80,5,1,2,9,8.0
86,85,71,1,1,9,8.0
6,62,6,0,1,10,9.0
36,55,26,1,1,10,9.0
78,96,5,1,2,10,9.0
9,51,0,1,0,11,10.0
34,67,69,2,2,11,10.0
51,48,69,1,2,11,10.0
64,58,57,0,2,11,10.0
75,15,19,0,2,11,10.0
0,66,28,0,1,12,11.0
10,82,788,1,2,12,11.0
32,16,46,0,1,12,11.0
82,92,68,1,1,12,11.0
7,84,39,2,2,13,12.0
13,85,0,1,2,13,12.0
14,99,67,1,2,13,12.0
30,68,62,0,2,13,12.0
40,15,23,1,0,13,12.0
51,61,34,2,2,13,12.0
34,39,66,0,1,14,13.0
80,2,23,0,2,14,13.0
89,50,10,2,0,14,13.0
21,57,46,0,2,15,14.0
25,1,65,2,2,15,14.0
56,73,785,1,2,15,14.0
76,86,65,1,2,15,14.0
94,11,10,0,0,15,14.0
96,75,14,0,1,15,14.0
22,56,20,2,2,16,15.0
40,79,64,2,0,16,15.0
3,55,0,0,0,17,16.0
47,17,25,1,0,17,16.0
36,76,46,2,2,18,17.0
74,61,0,1,0,18,17.0
81,72,36,0,2,18,17.0
0,83,52,2,0,19,18.0
54,60,61,1,0,19,18.0
80,34,61,1,1,19,18.0
85,49,18,0,1,20,19.0
64,18,59,2,0,21,20.0
89,54,43,0,2,21,20.0
27,81,17,2,2,22,21.0
25,52,17,0,1,25,24.0
84,44,53,1,1,27,26.0
84,66,4,0,2,2,1.0
47,15,77,1,1,3,2.0
88,82,23,1,2,3,2.0
31,3,4,1,1,4,3.0
69,4,13,2,0,5,4.0
79,61,1,2,2,6,5.0
18,78,52,0,1,7,6.0
63,83,58,2,2,7,6.0
89,22,24,1,1,7,6.0
10,60,37,0,2,8,7.0
70,54,72,2,2,8,7.0
96,57,66,2,1,8,7.0
24,27,71,1,1,9,8.0
50,71,64,1,0,9,8.0
73,93,13,1,2,9,8.0
99,46,23,1,0,9,8.0
82,12,23,1,0,10,9.0
45,64,69,0,1,11,10.0
72,53,3,1,1,11,10.0
94,67,27,2,2,11,10.0
17,98,41,1,0,12,11.0
77,10,68,2,2,12,11.0
92,82,29,0,0,12,11.0
9,8,21,0,1,13,12.0
36,42,50,1,1,13,12.0
53,13,67,2,1,13,12.0
87,29,67,1,1,13,12.0
76,48,770,0,1,14,13.0
87,24,32,0,2,14,13.0
7,75,51,1,1,15,14.0
20,80,31,1,2,15,14.0
35,6,52,1,2,15,14.0
84,11,22,1,1,15,14.0
59,85,20,1,1,16,15.0
0,59,46,0,0,17,16.0
58,40,38,2,0,17,16.0
70,49,63,1,0,17,16.0
96,97,57,0,0,18,17.0
6,37,17,0,2,20,19.0
88,39,60,0,0,20,19.0
12,95,42,1,0,21,20.0
6,47,56,1,2,24,23.0
65,3,29,2,2,2,1.0
57,88,18,2,1,3,2.0
99,85,67,1,1,4,3.0
27,48,793,1,0,7,6.0
3,66,72,1,2,8,7.0
60,82,72,1,2,8,7.0
89,38,58,1,2,8,7.0
92,11,36,1,0,9,8.0
1,78,60,0,1,11,10.0
45,57,19,2,1,11,10.0
63,12,68,1,0,12,11.0
0,9,31,1,2,13,12.0
31,44,0,2,0,13,12.0
82,36,42,0,0,13,12.0
96,90,53,2,0,13,12.0
70,99,28,2,2,14,13.0
50,26,35,0,2,15,14.0
77,79,35,2,2,16,15.0
72,80,14,1,2,17,16.0
15,30,44,2,2,23,22.0
7,94,56,2,2,24,23.0
73,12,53,0,2,27,26.0
99,63,46,2,2,2,1.0
88,87,26,1,2,3,2.0
0,41,20,1,0,7,6.0
89,99,16,1,1,7,6.0
87,6,792,0,0,8,7.0
30,82,33,2,1,11,10.0
24,22,31,1,1,13,12.0
86,8,43,1,1,13,12.0
12,8,53,0,0,15,14.0
25,3,29,1,1,15,14.0
69,13,21,2,2,16,15.0
63,93,48,1,2,17,16.0
66,8,6,2,2,19,18.0
70,15,69,2,1,3,2.0
10,62,23,2,1,9,8.0
82,83,31,2,2,11,10.0
86,78,39,2,1,12,11.0
88,69,2,1,1,13,12.0
86,0,0,0,1,5,4.0
12,2,66,1,2,10,9.0
88,7,54,1,0,11,10.0
89,58,2,1,0,12,11.0
53,61,18,1,2,11,10.0
51,22,11,0,1,13,12.0
31,39,46,1,1,17,16.0
6,45,-1,-1,-1,2,1.0
9,52,-1,-1,-1,2,1.0
9,75,-1,-1,-1,2,1.0
9,78,-1,-1,-1,2,1.0
10,34,-1,-1,-1,2,1.0
10,92,-1,-1,-1,2,1.0
13,25,-1,-1,-1,2,1.0
13,26,-1,-1,-1,2,1.0
20,19,-1,-1,-1,2,1.0
20,51,-1,-1,-1,2,1.0
20,79,-1,-1,-1,2,1.0
20,82,-1,-1,-1,2,1.0
24,81,78,0,0,2,1.0
31,99,-1,-1,-1,2,1.0
34,3,-1,-1,-1,2,1.0
34,49,-1,-1,-1,2,1.0
34,63,-1,-1,-1,2,1.0
36,11,-1,-1,-1,2,1.0
36,41,-1,-1,-1,2,1.0
36,59,-1,-1,-1,2,1.0
40,13,-1,-1,-1,2,1.0
43,31,-1,-1,-1,2,1.0
43,82,-1,-1,-1,2,1.0
43,99,-1,-1,-1,2,1.0
48,34,-1,-1,-1,2,1.0
51,9,-1,-1,-1,2,1.0
62,36,-1,-1,-1,2,1.0
64,89,-1,-1,-1,2,1.0
69,86,-1,-1,-1,2,1.0
74,9,-1,-1,-1,2,1.0
81,92,-1,-1,-1,2,1.0
81,95,-1,-1,-1,2,1.0
82,81,-1,-1,-1,2,1.0
86,7,-1,-1,-1,2,1.0
86,9,-1,-1,-1,2,1.0
86,64,-1,-1,-1,2,1.0
86,69,-1,-1,-1,2,1.0
86,71,-1,-1,-1,2,1.0
86,79,-1,-1,-1,2,1.0
86,97,-1,-1,-1,2,1.0
88,40,-1,-1,-1,2,1.0
88,81,-1,-1,-1,2,1.0
92,5,-1,-1,-1,2,1.0
92,33,-1,-1,-1,2,1.0
92,58,-1,-1,-1,2,1.0
92,84,-1,-1,-1,2,1.0
92,93,-1,-1,-1,2,1.0
96,89,-1,-1,-1,2,1.0
98,21,-1,-1,-1,2,1.0
9,44,-1,-1,-1,3,2.0
10,20,-1,-1,-1,3,2.0
13,51,-1,-1,-1,3,2.0
48,44,-1,-1,-1,3,2.0
48,81,-1,-1,-1,3,2.0
72,20,-1,-1,-1,3,2.0
77,30,-1,-1,-1,3,2.0
86,18,-1,-1,-1,3,2.0
98,29,-1,-1,-1,3,2.0
98,96,-1,-1,-1,3,2.0
25,66,-1,-1,-1,4,3.0
43,70,-1,-1,-1,4,3.0
67,77,-1,-1,-1,4,3.0
76,81,-1,-1,-1,4,3.0
77,44,-1,-1,-1,4,3.0
9,20,-1,-1,-1,5,4.0
36,77,-1,-1,-1,5,4.0
40,76,-1,-1,-1,5,4.0
70,43,-1,-1,-1,5,4.0
70,59,-1,-1,-1,5,4.0
31,7,8,1,1,6,5.0
31,46,-1,-1,-1,6,5.0
40,98,-1,-1,-1,6,5.0
70,66,-1,-1,-1,6,5.0
87,72,-1,-1,-1,6,5.0
92,12,-1,-1,-1,6,5.0
63,48,-1,-1,-1,7,6.0
79,99,793,0,1,7,6.0
81,65,-1,-1,-1,7,6.0
6,50,-1,-1,-1,8,7.0
32,34,-1,-1,-1,8,7.0
40,61,7,2,2,8,7.0
48,9,-1,-1,-1,8,7.0
32,6,64,1,0,9,8.0
36,40,-1,-1,-1,9,8.0
40,50,-1,-1,-1,9,8.0
47,98,-1,-1,-1,9,8.0
50,31,-1,-1,-1,9,8.0
59,61,-1,-1,-1,9,8.0
73,87,9,0,1,9,8.0
34,69,-1,-1,-1,10,9.0
51,27,23,1,1,10,9.0
64,4,37,2,1,10,9.0
77,69,-1,-1,-1,10,9.0
38,40,12,1,1,11,10.0
57,52,6,1,2,11,10.0
59,66,-1,-1,-1,11,10.0
66,48,-1,-1,-1,11,10.0
92,77,-1,-1,-1,11,10.0
3,30,16,2,2,13,12.0
4,19,48,1,0,13,12.0
14,93,67,2,2,13,12.0
21,64,41,1,1,13,12.0
38,15,67,2,2,13,12.0
45,54,38,0,1,13,12.0
75,38,0,2,2,13,12.0
78,84,26,1,2,13,12.0
88,83,67,1,2,13,12.0
10,61,23,0,0,14,13.0
21,16,5,1,1,14,13.0
71,54,-1,-1,-1,14,13.0
77,14,32,1,1,14,13.0
6,60,39,0,0,15,14.0
31,88,-1,-1,-1,15,14.0
34,4,22,0,1,15,14.0
57,72,65,2,2,15,14.0
63,11,65,2,0,15,14.0
87,58,48,1,1,15,14.0
87,59,17,0,0,15,14.0
88,5,61,2,0,15,14.0
96,20,26,1,0,15,14.0
0,28,44,1,1,16,15.0
32,19,49,2,1,16,15.0
26,55,45,1,0,17,16.0
26,96,15,0,2,17,16.0
46,82,43,0,2,18,17.0
51,35,33,0,1,18,17.0
41,45,30,0,2,24,23.0
33,16,13,0,0,25,24.0
